sleeper_id,projection_url,player_data-player,player_data-opponent,player_data-company,player_data-team,player_data-player_id,player_data-updated_at,player_data-game_id,player_data-sport,player_data-season_type,player_data-season,player_data-week,player_data-last_modified,player_data-category,rush_yd,rush_td,rush_fd,rush_att,rush_2pt,rec_yd,rec_td,rec_fd,rec_5_9,rec_40p,rec_30_39,rec_20_29,rec_10_19,rec_0_4,rec,pts_std,pts_ppr,pts_half_ppr,gp,fum_lost,bonus_rec_rb,adp_std,adp_rookie,adp_ppr,adp_idp,adp_half_ppr,adp_dynasty_std,adp_dynasty_ppr,adp_dynasty_half_ppr,adp_dynasty_2qb,adp_dynasty,adp_2qb,bonus_rec_wr,bonus_rec_te,pass_yd,pass_td,pass_int,pass_fd,pass_cmp,pass_att,pass_2pt,cmp_pct,player_data-date
6803,https://api.sleeper.com/projections/nfl/player/6803?season_type=regular&season=2024,,NA,rotowire,SF,6803,1721634614758,season,nfl,regular,2024,NA,1721634614758,proj,5,NA,0.5,1,NA,1113,7,111.3,15.2,7.6,7.6,15.2,22.8,15.2,76,151.8,227.8,189.8,18,1,NA,21.3,999,21.6,31.3,21.3,25.2,23.7,25.2,36,999,35.3,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4984,https://api.sleeper.com/projections/nfl/player/4984?season_type=regular&season=2024,,NA,rotowire,BUF,4984,1721634612445,season,nfl,regular,2024,NA,1721634612445,proj,550,9,55,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.4,358.4,358.4,18,4,NA,19.6,999,22,1.4,19.6,21.5,21.9,21.5,2.8,999,1.5,NA,NA,4035,27,14,403.5,362,560,1,64.64,NA
9226,https://api.sleeper.com/projections/nfl/player/9226?season_type=regular&season=2024,,NA,rotowire,MIA,9226,1721634617751,season,nfl,regular,2024,NA,1721634617751,proj,905,7,90.5,180,NA,364,2,36.4,9.4,4.7,4.7,9.4,14.1,9.4,47,178.9,225.9,202.4,18,1,47,23.2,999,23.3,37,23.2,26.8,27.2,26.8,41.9,999,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7543,https://api.sleeper.com/projections/nfl/player/7543?season_type=regular&season=2024,,NA,rotowire,JAX,7543,1721634615764,season,nfl,regular,2024,NA,1721634615764,proj,1002,8,100.2,242,NA,328,2,32.8,8.8,4.4,4.4,8.8,13.2,8.8,44,189,233,211,18,2,44,22.9,999,23.1,25.5,22.9,17.6,16.7,17.6,32.5,999,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,https://api.sleeper.com/projections/nfl/player/1466?season_type=regular&season=2024,,NA,rotowire,KC,1466,1721634609880,season,nfl,regular,2024,NA,1721634609880,proj,4,NA,0.4,1,NA,847,7,84.7,16,8,8,16,24,16,80,125.1,205.1,165.1,18,1,NA,28.6,999,25.1,32.8,28.6,47.3,45.8,47.3,52.1,999,27.9,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
5850,https://api.sleeper.com/projections/nfl/player/5850?season_type=regular&season=2024,,NA,rotowire,GB,5850,1721634613530,season,nfl,regular,2024,NA,1721634613530,proj,1039,8,103.9,233,NA,255,2,25.5,7,3.5,3.5,7,10.5,7,35,187.4,222.4,204.9,18,1,35,26.5,999,26.7,33.5,26.5,32.7,32,32.7,53,999,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3198,https://api.sleeper.com/projections/nfl/player/3198?season_type=regular&season=2024,,NA,rotowire,BAL,3198,1721634610758,season,nfl,regular,2024,NA,1721634610758,proj,1089,10,108.9,244,1,141,1,14.1,3.8,1.9,1.9,3.8,5.7,3.8,19,189,208,198.5,18,1,19,25.9,999,27,49.5,25.9,55.8,51,55.8,71,999,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7569,https://api.sleeper.com/projections/nfl/player/7569?season_type=regular&season=2024,,NA,rotowire,HOU,7569,1721634615803,season,nfl,regular,2024,NA,1721634615803,proj,10,NA,1,2,NA,1074,7,107.4,15.2,7.6,7.6,15.2,22.8,15.2,76,148.4,224.4,186.4,18,1,NA,27,999,28.2,47.8,27,40.9,38.9,40.9,47,999,52.7,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,https://api.sleeper.com/projections/nfl/player/2449?season_type=regular&season=2024,,NA,rotowire,HOU,2449,1721634610482,season,nfl,regular,2024,NA,1721634610482,proj,5,NA,0.5,1,NA,976,7,97.6,16,8,8,16,24,16,80,138.1,218.1,178.1,18,1,NA,32.8,999,29.7,55,32.8,61.8,53.7,61.8,76.3,999,45.3,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2216,https://api.sleeper.com/projections/nfl/player/2216?season_type=regular&season=2024,,NA,rotowire,TB,2216,1721634610282,season,nfl,regular,2024,NA,1721634610282,proj,5,NA,0.5,1,NA,1108,8,110.8,14.8,7.4,7.4,14.8,22.2,14.8,74,157.3,231.3,194.3,18,1,NA,29.2,999,29.2,62.5,29.2,63.7,63.5,63.7,77.2,999,43.1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4983,https://api.sleeper.com/projections/nfl/player/4983?season_type=regular&season=2024,,NA,rotowire,CHI,4983,1721634612444,season,nfl,regular,2024,NA,1721634612444,proj,24,NA,2.4,4,NA,1064,7,106.4,15.2,7.6,7.6,15.2,22.8,15.2,76,148.8,224.8,186.8,18,1,NA,34.6,999,31.3,41,34.6,38.6,39,38.6,50.2,999,49.1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5872,https://api.sleeper.com/projections/nfl/player/5872?season_type=regular&season=2024,,NA,rotowire,SF,5872,1721634613567,season,nfl,regular,2024,NA,1721634613567,proj,238,3,23.8,40,NA,895,6,89.5,12.6,6.3,6.3,12.6,18.9,12.6,63,165.3,228.3,196.8,18,1,NA,29.6,999,32.6,59.7,29.6,58.2,59.6,58.2,68.2,999,55.3,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8205,https://api.sleeper.com/projections/nfl/player/8205?season_type=regular&season=2024,,NA,rotowire,KC,8205,1721634616713,season,nfl,regular,2024,NA,1721634616713,proj,1051,8,105.1,230,NA,318,2,31.8,8.6,4.3,4.3,8.6,12.9,8.6,43,194.9,237.9,216.4,18,1,43,33,999,33.5,39.1,33,34.4,35,34.4,57.9,999,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6819,https://api.sleeper.com/projections/nfl/player/6819?season_type=regular&season=2024,,NA,rotowire,IND,6819,1721634614782,season,nfl,regular,2024,NA,1721634614782,proj,5,NA,0.5,1,NA,1015,5,101.5,18.2,9.1,9.1,18.2,27.3,18.2,91,130,221,175.5,18,1,NA,39.5,999,36,34.9,39.5,33.5,29.1,33.5,43.8,999,40.7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6904,https://api.sleeper.com/projections/nfl/player/6904?season_type=regular&season=2024,,NA,rotowire,PHI,6904,1721634614897,season,nfl,regular,2024,NA,1721634614897,proj,649,11,64.9,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.46,352.46,352.46,18,3,NA,31.5,999,34.2,8,31.5,29.5,29.1,29.5,4,999,4.6,NA,NA,3614,23,11,361.4,323,493,1,65.52,NA
7526,https://api.sleeper.com/projections/nfl/player/7526?season_type=regular&season=2024,,NA,rotowire,MIA,7526,1721634615739,season,nfl,regular,2024,NA,1721634615739,proj,19,NA,1.9,3,NA,1099,6,109.9,16,8,8,16,24,16,80,145.8,225.8,185.8,18,1,NA,35.7,999,35.5,35.1,35.7,27.6,26.5,27.6,37.4,999,50,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11632,https://api.sleeper.com/projections/nfl/player/11632?season_type=regular&season=2024,,NA,rotowire,NYG,11632,1721634608651,season,nfl,regular,2024,NA,1721634608651,proj,15,NA,1.5,2,NA,1031,6,103.1,15.2,7.6,7.6,15.2,22.8,15.2,76,138.6,214.6,176.6,18,1,NA,38.3,999,38.7,29.2,38.3,16.9,20.1,16.9,27,999,56.8,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4046,https://api.sleeper.com/projections/nfl/player/4046?season_type=regular&season=2024,,NA,rotowire,KC,4046,1721634611359,season,nfl,regular,2024,NA,1721634611359,proj,350,2,35,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.04,337.04,337.04,18,4,NA,35.5,999,37,2.6,35.5,17.3,17.6,17.3,1,999,3.5,NA,NA,4401,33,12,440.1,394,583,1,67.58,NA
4881,https://api.sleeper.com/projections/nfl/player/4881?season_type=regular&season=2024,,NA,rotowire,BAL,4881,1721634612327,season,nfl,regular,2024,NA,1721634612327,proj,801,5,80.1,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.74,336.74,336.74,18,3,NA,37.4,999,39.7,9.1,37.4,35.9,34,35.9,5.2,999,7.5,NA,NA,3516,25,10,351.6,305,464,1,65.73,NA
8136,https://api.sleeper.com/projections/nfl/player/8136?season_type=regular&season=2024,,NA,rotowire,TB,8136,1721634616616,season,nfl,regular,2024,NA,1721634616616,proj,925,6,92.5,225,NA,370,2,37,10,5,5,10,15,10,50,173.5,223.5,198.5,18,2,50,40.7,999,40.5,40,40.7,35.9,37.6,35.9,55.3,999,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9758,https://api.sleeper.com/projections/nfl/player/9758?season_type=regular&season=2024,,NA,rotowire,HOU,9758,1721634617845,season,nfl,regular,2024,NA,1721634617845,proj,195,2,19.5,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.18,322.18,322.18,18,3,NA,44.9,999,41.4,5.1,44.9,24,23.4,24,3.2,999,5.5,NA,NA,4367,33,12,436.7,374,579,1,64.59,NA
4039,https://api.sleeper.com/projections/nfl/player/4039?season_type=regular&season=2024,,NA,rotowire,LAR,4039,1721634611353,season,nfl,regular,2024,NA,1721634611353,proj,24,NA,2.4,4,NA,1002,7,100.2,16.8,8.4,8.4,16.8,25.2,16.8,84,142.6,226.6,184.6,18,1,NA,43,999,41.5,71.6,43,71.1,70.1,71.1,86.1,999,57.9,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8130,https://api.sleeper.com/projections/nfl/player/8130?season_type=regular&season=2024,,NA,rotowire,ARI,8130,1721634616608,season,nfl,regular,2024,NA,1721634616608,proj,NA,NA,NA,NA,NA,820,5,82,16,8,8,16,24,16,80,110,190,150,18,1,NA,46,999,43.4,41.1,46,37.5,35.8,37.5,40.2,999,41.9,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
5846,https://api.sleeper.com/projections/nfl/player/5846?season_type=regular&season=2024,,NA,rotowire,SEA,5846,1721634613524,season,nfl,regular,2024,NA,1721634613524,proj,5,NA,0.5,1,NA,1059,8,105.9,14.8,7.4,7.4,14.8,22.2,14.8,74,152.4,226.4,189.4,18,1,NA,41.6,999,44.9,51.9,41.6,39.3,41.4,39.3,56.8,999,59.3,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7525,https://api.sleeper.com/projections/nfl/player/7525?season_type=regular&season=2024,,NA,rotowire,PHI,7525,1721634615737,season,nfl,regular,2024,NA,1721634615737,proj,6,NA,0.6,1,NA,1041,6,104.1,17,8.5,8.5,17,25.5,17,85,138.7,223.7,181.2,18,1,NA,41.5,999,45.7,46.9,41.5,29.4,28.4,29.4,45.3,999,58.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8138,https://api.sleeper.com/projections/nfl/player/8138?season_type=regular&season=2024,,NA,rotowire,BUF,8138,1721634616620,season,nfl,regular,2024,NA,1721634616620,proj,908,5,90.8,203,NA,309,2,30.9,8,4,4,8,12,8,40,161.7,201.7,181.7,18,1,40,45.8,999,46.6,53.2,45.8,41.3,40.4,41.3,59.6,999,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,https://api.sleeper.com/projections/nfl/player/5012?season_type=regular&season=2024,,NA,rotowire,BAL,5012,1721634612483,season,nfl,regular,2024,NA,1721634612483,proj,NA,NA,NA,NA,NA,847,7,84.7,13.4,6.7,6.7,13.4,20.1,13.4,67,124.7,191.7,158.2,18,1,NA,48,999,47.8,52.8,48,50.9,47.4,50.9,58.3,999,53,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
10236,https://api.sleeper.com/projections/nfl/player/10236?season_type=regular&season=2024,,NA,rotowire,BUF,10236,1721634607494,season,nfl,regular,2024,NA,1721634607494,proj,NA,NA,NA,NA,NA,805,5,80.5,15.6,7.8,7.8,15.6,23.4,15.6,78,108.5,186.5,147.5,18,1,NA,51.6,999,49,47.5,51.6,44.3,43.1,44.3,44.4,999,53.9,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
4018,https://api.sleeper.com/projections/nfl/player/4018?season_type=regular&season=2024,,NA,rotowire,HOU,4018,1721634611336,season,nfl,regular,2024,NA,1721634611336,proj,896,6,89.6,216,NA,264,1,26.4,7.2,3.6,3.6,7.2,10.8,7.2,36,156,192,174,18,1,36,47,999,47.2,64.2,47,59.3,58.9,59.3,81,999,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9997,https://api.sleeper.com/projections/nfl/player/9997?season_type=regular&season=2024,,NA,rotowire,BAL,9997,1721634617861,season,nfl,regular,2024,NA,1721634617861,proj,51,NA,5.1,8,NA,932,6,93.2,16.2,8.1,8.1,16.2,24.3,16.2,81,132.3,213.3,172.8,18,1,NA,49.5,999,50.1,61.4,49.5,41.1,41.4,41.1,53.2,999,68.5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9502,https://api.sleeper.com/projections/nfl/player/9502?season_type=regular&season=2024,,NA,rotowire,HOU,9502,1721634617805,season,nfl,regular,2024,NA,1721634617805,proj,66,NA,6.6,12,NA,975,6,97.5,15.2,7.6,7.6,15.2,22.8,15.2,76,138.1,214.1,176.1,18,1,NA,52.2,999,51.7,69.4,52.2,47.7,46,47.7,62.2,999,73.8,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8151,https://api.sleeper.com/projections/nfl/player/8151?season_type=regular&season=2024,,NA,rotowire,SEA,8151,1721634616639,season,nfl,regular,2024,NA,1721634616639,proj,970,7,97,231,NA,215,1,21.5,5.8,2.9,2.9,5.8,8.7,5.8,29,164.5,193.5,179,18,1,29,50.4,999,52.1,44.3,50.4,31.3,33,31.3,49.9,999,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4035,https://api.sleeper.com/projections/nfl/player/4035?season_type=regular&season=2024,,NA,rotowire,NO,4035,1721634611348,season,nfl,regular,2024,NA,1721634611348,proj,728,4,72.8,177,NA,421,2,42.1,11.4,5.7,5.7,11.4,17.1,11.4,57,148.9,205.9,177.4,18,1,57,53.3,999,53.8,71.8,53.3,73.3,67.1,73.3,88.4,999,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8137,https://api.sleeper.com/projections/nfl/player/8137?season_type=regular&season=2024,,NA,rotowire,PIT,8137,1721634616618,season,nfl,regular,2024,NA,1721634616618,proj,10,NA,1,2,NA,1072,6,107.2,14.2,7.1,7.1,14.2,21.3,14.2,71,142.2,213.2,177.7,18,1,NA,56.6,999,53.6,68,56.6,56.5,61.6,56.5,65.7,999,71.6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6801,https://api.sleeper.com/projections/nfl/player/6801?season_type=regular&season=2024,,NA,rotowire,CIN,6801,1721634614755,season,nfl,regular,2024,NA,1721634614755,proj,5,NA,0.5,1,NA,1023,7,102.3,14.4,7.2,7.2,14.4,21.6,14.4,72,142.8,214.8,178.8,18,1,NA,55.5,999,55.6,67.6,55.5,45.8,49.6,45.8,63.6,999,69.7,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7553,https://api.sleeper.com/projections/nfl/player/7553?season_type=regular&season=2024,,NA,rotowire,ATL,7553,1721634615782,season,nfl,regular,2024,NA,1721634615782,proj,NA,NA,NA,NA,NA,829,5,82.9,13.4,6.7,6.7,13.4,20.1,13.4,67,110.9,177.9,144.4,18,1,NA,58.7,999,56.5,57.4,58.7,49.8,50.7,49.8,51,999,63.3,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,https://api.sleeper.com/projections/nfl/player/1479?season_type=regular&season=2024,,NA,rotowire,CHI,1479,1721634609889,season,nfl,regular,2024,NA,1721634609889,proj,11,NA,1.1,2,NA,933,6,93.3,16.8,8.4,8.4,16.8,25.2,16.8,84,128.4,212.4,170.4,18,1,NA,59.6,999,57.7,107.6,59.6,101.5,95.4,101.5,117.3,999,76.8,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2309,https://api.sleeper.com/projections/nfl/player/2309?season_type=regular&season=2024,,NA,rotowire,CLE,2309,1721634610325,season,nfl,regular,2024,NA,1721634610325,proj,5,NA,0.5,1,NA,1091,7,109.1,14.8,7.4,7.4,14.8,22.2,14.8,74,149.6,223.6,186.6,18,1,NA,57.5,999,58.1,83.3,57.5,83.7,81.8,83.7,99.5,999,67.7,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9229,https://api.sleeper.com/projections/nfl/player/9229?season_type=regular&season=2024,,NA,rotowire,IND,9229,1721634617755,season,nfl,regular,2024,NA,1721634617755,proj,780,9,78,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.96,325.96,325.96,18,3,NA,53.6,999,59.1,20.9,53.6,53.4,53.7,53.4,13.8,999,15.2,NA,NA,3349,19,12,334.9,295,478,1,61.72,NA
4217,https://api.sleeper.com/projections/nfl/player/4217?season_type=regular&season=2024,,NA,rotowire,SF,4217,1721634611578,season,nfl,regular,2024,NA,1721634611578,proj,5,NA,0.5,1,NA,888,6,88.8,13,6.5,6.5,13,19.5,13,65,123.3,188.3,155.8,18,1,NA,62.7,999,61.3,75.2,62.7,81.1,79.3,81.1,83.8,999,71.6,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
4199,https://api.sleeper.com/projections/nfl/player/4199?season_type=regular&season=2024,,NA,rotowire,MIN,4199,1721634611556,season,nfl,regular,2024,NA,1721634611556,proj,885,6,88.5,203,NA,267,2,26.7,7.2,3.6,3.6,7.2,10.8,7.2,36,161.2,197.2,179.2,18,1,36,59.4,999,59.4,86.2,59.4,86.1,84,86.1,107.6,999,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4137,https://api.sleeper.com/projections/nfl/player/4137?season_type=regular&season=2024,,NA,rotowire,ARI,4137,1721634611475,season,nfl,regular,2024,NA,1721634611475,proj,882,7,88.2,204,NA,246,1,24.6,6.6,3.3,3.3,6.6,9.9,6.6,33,158.8,191.8,175.3,18,1,33,61.6,999,62.8,113.3,61.6,103.2,103.6,103.2,122,999,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4950,https://api.sleeper.com/projections/nfl/player/4950?season_type=regular&season=2024,,NA,rotowire,JAX,4950,1721634612402,season,nfl,regular,2024,NA,1721634612402,proj,11,NA,1.1,2,NA,1032,6,103.2,16.2,8.1,8.1,16.2,24.3,16.2,81,138.3,219.3,178.8,18,1,NA,64.8,999,63.9,100.5,64.8,90,89.7,90,103.4,999,77.7,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11620,https://api.sleeper.com/projections/nfl/player/11620?season_type=regular&season=2024,,NA,rotowire,CHI,11620,1721634608635,season,nfl,regular,2024,NA,1721634608635,proj,7,NA,0.7,1,NA,961,6,96.1,14.2,7.1,7.1,14.2,21.3,14.2,71,130.8,201.8,166.3,18,1,NA,65.9,999,64,56.4,65.9,28.4,31.2,28.4,39.7,999,86.9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6770,https://api.sleeper.com/projections/nfl/player/6770?season_type=regular&season=2024,,NA,rotowire,CIN,6770,1721634614709,season,nfl,regular,2024,NA,1721634614709,proj,188,2,18.8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.32,313.32,313.32,18,4,NA,63.7,999,65.3,16.1,63.7,52.3,55.2,52.3,9.9,999,14,NA,NA,4313,32,12,431.3,409,606,1,67.49,NA
5892,https://api.sleeper.com/projections/nfl/player/5892?season_type=regular&season=2024,,NA,rotowire,DET,5892,1721634613594,season,nfl,regular,2024,NA,1721634613594,proj,895,9,89.5,202,NA,147,1,14.7,4,2,2,4,6,4,20,162.2,182.2,172.2,18,1,20,65.3,999,65.8,92.5,65.3,77.3,76.9,77.3,97.8,999,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6790,https://api.sleeper.com/projections/nfl/player/6790?season_type=regular&season=2024,,NA,rotowire,CHI,6790,1721634614739,season,nfl,regular,2024,NA,1721634614739,proj,804,6,80.4,191,NA,271,1,27.1,7.4,3.7,3.7,7.4,11.1,7.4,37,147.5,184.5,166,18,1,37,68,999,67.6,70.1,68,51.5,52.6,51.5,70.6,999,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5927,https://api.sleeper.com/projections/nfl/player/5927?season_type=regular&season=2024,,NA,rotowire,WAS,5927,1721634613643,season,nfl,regular,2024,NA,1721634613643,proj,6,NA,0.6,1,NA,998,5,99.8,15,7.5,7.5,15,22.5,15,75,128.4,203.4,165.9,18,1,NA,67.3,999,68.7,91,67.3,82.2,83.2,82.2,93,999,80.8,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4066,https://api.sleeper.com/projections/nfl/player/4066?season_type=regular&season=2024,,NA,rotowire,JAX,4066,1721634611383,season,nfl,regular,2024,NA,1721634611383,proj,NA,NA,NA,NA,NA,705,4,70.5,14.6,7.3,7.3,14.6,21.9,14.6,73,92.5,165.5,129,18,1,NA,71.3,999,69.8,89.2,71.3,95.5,93.6,95.5,95.8,999,70.5,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
10229,https://api.sleeper.com/projections/nfl/player/10229?season_type=regular&season=2024,,NA,rotowire,KC,10229,1721634607475,season,nfl,regular,2024,NA,1721634607475,proj,9,NA,0.9,2,NA,856,6,85.6,15.8,7.9,7.9,15.8,23.7,15.8,79,120.5,199.5,160,18,1,NA,81.7,999,70.4,84,81.7,65.8,64.8,65.8,77.7,999,95.3,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9756,https://api.sleeper.com/projections/nfl/player/9756?season_type=regular&season=2024,,NA,rotowire,MIN,9756,1721634617842,season,nfl,regular,2024,NA,1721634617842,proj,18,NA,1.8,3,NA,961,6,96.1,13.8,6.9,6.9,13.8,20.7,13.8,69,131.9,200.9,166.4,18,1,NA,71.8,999,72,77.9,71.8,57.8,56.1,57.8,65.6,999,97.3,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7611,https://api.sleeper.com/projections/nfl/player/7611?season_type=regular&season=2024,,NA,rotowire,NE,7611,1721634615855,season,nfl,regular,2024,NA,1721634615855,proj,907,6,90.7,215,NA,236,1,23.6,6.4,3.2,3.2,6.4,9.6,6.4,32,154.3,186.3,170.3,18,1,32,69.5,999,71.5,80,69.5,65.8,65.5,65.8,85,999,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10222,https://api.sleeper.com/projections/nfl/player/10222?season_type=regular&season=2024,,NA,rotowire,GB,10222,1721634607464,season,nfl,regular,2024,NA,1721634607464,proj,76,1,7.6,13,NA,886,5,88.6,14.2,7.1,7.1,14.2,21.3,14.2,71,130.2,201.2,165.7,18,1,NA,70.5,999,73.2,90,70.5,74,73.6,74,80.3,999,88.3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11624,https://api.sleeper.com/projections/nfl/player/11624?season_type=regular&season=2024,,NA,rotowire,KC,11624,1721634608640,season,nfl,regular,2024,NA,1721634608640,proj,21,NA,2.1,3,NA,818,6,81.8,12.2,6.1,6.1,12.2,18.3,12.2,61,119.9,180.9,150.4,18,NA,NA,75.8,999,76.4,73.3,75.8,53.2,57.9,53.2,64.6,999,95.2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4037,https://api.sleeper.com/projections/nfl/player/4037?season_type=regular&season=2024,,NA,rotowire,TB,4037,1721634611351,season,nfl,regular,2024,NA,1721634611351,proj,26,NA,2.6,4,NA,980,5,98,17.4,8.7,8.7,17.4,26.1,17.4,87,128.6,215.6,172.1,18,1,NA,77.2,999,74.3,117.3,77.2,95.6,95.2,95.6,109.9,999,89.2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11604,https://api.sleeper.com/projections/nfl/player/11604?season_type=regular&season=2024,,NA,rotowire,LV,11604,1721634608613,season,nfl,regular,2024,NA,1721634608613,proj,NA,NA,NA,NA,NA,692,5,69.2,12.4,6.2,6.2,12.4,18.6,12.4,62,97.2,159.2,128.2,18,1,NA,79.9,999,77.7,59,79.9,43,44.8,43,46.4,999,83.8,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
3294,https://api.sleeper.com/projections/nfl/player/3294?season_type=regular&season=2024,,NA,rotowire,DAL,3294,1721634610864,season,nfl,regular,2024,NA,1721634610864,proj,227,2,22.7,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.1,308.1,308.1,18,3,NA,74.7,999,75,43.2,74.7,107.1,104.6,107.1,35.6,999,19.9,NA,NA,4110,31,11,411,380,562,1,67.62,NA
5848,https://api.sleeper.com/projections/nfl/player/5848?season_type=regular&season=2024,,NA,rotowire,KC,5848,1721634613527,season,nfl,regular,2024,NA,1721634613527,proj,14,NA,1.4,3,NA,837,6,83.7,12,6,6,12,18,12,60,119.1,179.1,149.1,18,1,NA,77.7,999,77.5,115.9,77.7,105.3,105,105.3,111.7,999,87.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4981,https://api.sleeper.com/projections/nfl/player/4981?season_type=regular&season=2024,,NA,rotowire,TEN,4981,1721634612441,season,nfl,regular,2024,NA,1721634612441,proj,33,NA,3.3,6,NA,959,6,95.9,14.2,7.1,7.1,14.2,21.3,14.2,71,133.2,204.2,168.7,18,1,NA,82.2,999,79.1,119.5,82.2,99.9,99,99.9,110.3,999,93.9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7528,https://api.sleeper.com/projections/nfl/player/7528?season_type=regular&season=2024,,NA,rotowire,PIT,7528,1721634615742,season,nfl,regular,2024,NA,1721634615742,proj,928,7,92.8,226,NA,199,1,19.9,5.6,2.8,2.8,5.6,8.4,5.6,28,158.7,186.7,172.7,18,1,28,76,999,80.3,88.9,76,80.4,80.7,80.4,101.7,999,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5967,https://api.sleeper.com/projections/nfl/player/5967?season_type=regular&season=2024,,NA,rotowire,TEN,5967,1721634613697,season,nfl,regular,2024,NA,1721634613697,proj,850,5,85,200,NA,231,1,23.1,6.2,3.1,3.1,6.2,9.3,6.2,31,142.1,173.1,157.6,18,1,31,83,999,81.6,105,83,77.6,77.7,77.6,101.4,999,104.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5849,https://api.sleeper.com/projections/nfl/player/5849?season_type=regular&season=2024,,NA,rotowire,ARI,5849,1721634613529,season,nfl,regular,2024,NA,1721634613529,proj,526,5,52.6,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.28,297.28,297.28,18,3,NA,73.1,999,82.7,38.6,73.1,87.2,89.5,87.2,23.5,999,21.3,NA,NA,3667,21,12,366.7,339,525,1,64.57,NA
