sleeper_id,projection_url,player_data-date,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,bonus_rec_rb,fum_lost,gp,pts_half_ppr,pts_ppr,pts_std,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_wr,bonus_rec_te,cmp_pct,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,def_kr_td,player_data-category,player_data-last_modified,player_data-week,player_data-season,player_data-season_type,player_data-sport,player_data-player_id,player_data-game_id,player_data-updated_at,player_data-team,player_data-company,player_data-opponent,player_data-player
8210,https://api.sleeper.com/projections/nfl/player/8210?season_type=regular&season=2024,NA,175.5,999,174.4,183.8,179.3,183.8,211.9,225.8,213.8,999,211.9,NA,1,18,69.2,86.7,51.7,35,7,10.5,7,3.5,3.5,7,35.4,3,354,NA,1,0.3,NA,3,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651410,NA,2024,regular,nfl,8210,season,1733217651410,TEN,rotowire,NA,
10232,https://api.sleeper.com/projections/nfl/player/10232?season_type=regular&season=2024,NA,190.9,999,172.8,174.7,176,174.7,201.7,293.6,216.7,999,201.7,NA,NA,18,116.9,141.9,91.9,50,10,15,10,5,5,10,67.4,4,674,NA,1,0.5,NA,5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217632197,NA,2024,regular,nfl,10232,season,1733217632197,ARI,rotowire,NA,
5133,https://api.sleeper.com/projections/nfl/player/5133?season_type=regular&season=2024,NA,178.7,999,227.4,246.4,236,246.4,202.4,309.7,193.4,999,202.4,NA,NA,18,91.4,115.9,66.9,49,9.8,14.7,9.8,4.9,4.9,9.8,48.9,3,489,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217643437,NA,2024,regular,nfl,5133,season,1733217643437,NYJ,rotowire,NA,
1373,https://api.sleeper.com/projections/nfl/player/1373?season_type=regular&season=2024,NA,101.8,999,135.2,249.8,275.1,249.8,206.4,190.6,209.6,999,206.4,NA,3,18,298.1,298.1,298.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15.9,2,159,NA,NA,67.04,1,625,419,450.5,14,27,4505,NA,proj,1733217638026,NA,2024,regular,nfl,1373,season,1733217638026,SEA,rotowire,NA,
11576,https://api.sleeper.com/projections/nfl/player/11576?season_type=regular&season=2024,NA,207.6,999,188.2,162.4,164.8,162.4,191,260.5,198.9,999,191,18,2,18,90.2,99.2,81.2,18,3.6,5.4,3.6,1.8,1.8,3.6,13.2,2,132,NA,101,42,3,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634624,NA,2024,regular,nfl,11576,season,1733217634624,NYJ,rotowire,NA,
10235,https://api.sleeper.com/projections/nfl/player/10235?season_type=regular&season=2024,NA,199.3,999,181.8,164.1,163.6,164.1,236.6,263.4,229.6,999,236.6,16,1,18,56.8,64.8,48.8,16,3.2,4.8,3.2,1.6,1.6,3.2,12.1,1,121,NA,50,20.7,2,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217632207,NA,2024,regular,nfl,10235,season,1733217632207,CHI,rotowire,NA,
9494,https://api.sleeper.com/projections/nfl/player/9494?season_type=regular&season=2024,NA,191.7,999,183.3,157.5,167.2,157.5,209.6,294.5,226.7,999,209.6,NA,NA,18,28.7,34.7,22.7,12,2.4,3.6,2.4,1.2,1.2,2.4,16,1,160,NA,1,0.7,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653347,NA,2024,regular,nfl,9494,season,1733217653347,DEN,rotowire,NA,
8126,https://api.sleeper.com/projections/nfl/player/8126?season_type=regular&season=2024,NA,195.2,999,205.4,197.6,199.6,197.6,231,317.3,219.9,999,231,NA,1,18,144.8,185.3,104.3,81,16.2,24.3,16.2,8.1,8.1,16.2,75.1,4,751,NA,13,7.2,NA,72,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651193,NA,2024,regular,nfl,8126,season,1733217651193,NYG,rotowire,NA,
11564,https://api.sleeper.com/projections/nfl/player/11564?season_type=regular&season=2024,NA,129.7,999,63.4,139.5,139.1,139.5,226.5,114.8,222.6,999,226.5,NA,3,18,155.08,155.08,155.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,20.2,2,202,NA,NA,61.52,1,330,203,217.2,8,12,2172,NA,proj,1733217634596,NA,2024,regular,nfl,11564,season,1733217634596,NE,rotowire,NA,
11650,https://api.sleeper.com/projections/nfl/player/11650?season_type=regular&season=2024,NA,209.3,999,182,153.3,151.8,153.3,207.6,252.8,214.6,999,207.6,NA,NA,18,85.3,105.8,64.8,41,8.2,12.3,8.2,4.1,4.1,8.2,44.6,3,446,NA,5,2.2,NA,22,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634812,NA,2024,regular,nfl,11650,season,1733217634812,WAS,rotowire,NA,
7608,https://api.sleeper.com/projections/nfl/player/7608?season_type=regular&season=2024,NA,197.5,999,214.6,190.7,187.8,190.7,198.2,318.8,215.3,999,198.2,8,NA,18,65.7,69.7,61.7,8,1.6,2.4,1.6,0.8,0.8,1.6,5.7,1,57,NA,75,32,3,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649720,NA,2024,regular,nfl,7608,season,1733217649720,CIN,rotowire,NA,
11600,https://api.sleeper.com/projections/nfl/player/11600?season_type=regular&season=2024,NA,193.3,999,157.5,154.5,154.3,154.5,232.4,205.6,221.4,999,232.4,NA,NA,18,69.5,85.5,53.5,32,6.4,9.6,6.4,3.2,3.2,6.4,35.5,3,355,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634690,NA,2024,regular,nfl,11600,season,1733217634690,CAR,rotowire,NA,
9511,https://api.sleeper.com/projections/nfl/player/9511?season_type=regular&season=2024,NA,219.6,999,180.3,163.4,171.4,163.4,237.3,306.2,255.6,999,237.3,10,NA,18,39,44,34,10,2,3,2,1,1,2,7.5,NA,75,NA,45,20.5,1,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653399,NA,2024,regular,nfl,9511,season,1733217653399,BAL,rotowire,NA,
7571,https://api.sleeper.com/projections/nfl/player/7571?season_type=regular&season=2024,NA,198.9,999,199.7,189.7,189.5,189.7,208.9,327.4,211.2,999,208.9,NA,NA,18,106.2,129.2,83.2,46,9.2,13.8,9.2,4.6,4.6,9.2,58.7,4,587,NA,1,0.5,NA,5,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649622,NA,2024,regular,nfl,7571,season,1733217649622,BAL,rotowire,NA,
11584,https://api.sleeper.com/projections/nfl/player/11584?season_type=regular&season=2024,NA,199.2,999,178.7,166,158.3,166,199.3,253.9,207.9,999,199.3,26,1,18,112,125,99,26,5.2,7.8,5.2,2.6,2.6,5.2,19.3,1,193,NA,114,51.7,4,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634645,NA,2024,regular,nfl,11584,season,1733217634645,TB,rotowire,NA,
7561,https://api.sleeper.com/projections/nfl/player/7561?season_type=regular&season=2024,NA,203.5,999,223.1,204.5,211.5,204.5,197.6,339.6,200.2,999,197.6,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649597,NA,2024,regular,nfl,7561,season,1733217649597,SF,rotowire,NA,
4144,https://api.sleeper.com/projections/nfl/player/4144?season_type=regular&season=2024,NA,212.8,999,262.2,343.9,327.9,343.9,239.3,437.4,230.5,999,239.3,NA,NA,18,72.4,90.4,54.4,36,7.2,10.8,7.2,3.6,3.6,7.2,36.4,3,364,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641221,NA,2024,regular,nfl,4144,season,1733217641221,MIA,rotowire,NA,
8129,https://api.sleeper.com/projections/nfl/player/8129?season_type=regular&season=2024,NA,185.3,999,198.5,173.1,173.9,173.1,202.5,247.5,212.4,999,202.5,9,1,18,70.8,75.3,66.3,9,1.8,2.7,1.8,0.9,0.9,1.8,6.7,NA,67,NA,106,43.6,3,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651200,NA,2024,regular,nfl,8129,season,1733217651200,HOU,rotowire,NA,
11579,https://api.sleeper.com/projections/nfl/player/11579?season_type=regular&season=2024,NA,211.2,999,190.8,175.7,175.3,175.7,213.6,265.8,227.7,999,213.6,12,NA,18,50.6,56.6,44.6,12,2.4,3.6,2.4,1.2,1.2,2.4,8.8,NA,88,NA,56,23.8,2,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634634,NA,2024,regular,nfl,11579,season,1733217634634,DEN,rotowire,NA,
7002,https://api.sleeper.com/projections/nfl/player/7002?season_type=regular&season=2024,NA,206.1,999,242.3,275.4,303.5,275.4,248.4,430.3,271.4,999,248.4,NA,NA,18,69.9,85.9,53.9,32,6.4,9.6,6.4,3.2,3.2,6.4,35.9,3,359,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217648098,NA,2024,regular,nfl,7002,season,1733217648098,NO,rotowire,NA,
2078,https://api.sleeper.com/projections/nfl/player/2078?season_type=regular&season=2024,NA,235.4,999,251.5,231.5,253.6,231.5,247.9,407.5,251.8,999,247.9,NA,NA,18,78,95,61,34,6.8,10.2,6.8,3.4,3.4,6.8,42.3,3,423,NA,1,0.7,NA,7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217638789,NA,2024,regular,nfl,2078,season,1733217638789,MIA,rotowire,NA,
9228,https://api.sleeper.com/projections/nfl/player/9228?season_type=regular&season=2024,NA,121.6,999,84.9,169.8,157.8,169.8,228.5,183.9,225.3,999,228.5,NA,2,18,174.04,174.04,174.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,17,2,170,NA,NA,60.41,1,394,238,255.1,11,14,2551,NA,proj,1733217653286,NA,2024,regular,nfl,9228,season,1733217653286,CAR,rotowire,NA,
11563,https://api.sleeper.com/projections/nfl/player/11563?season_type=regular&season=2024,NA,137.7,999,99.9,158.6,161.6,158.6,220.8,183.2,206.9,999,220.8,NA,3,18,247.9,247.9,247.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,45.5,4,455,NA,NA,64.38,NA,466,300,311,12,18,3110,NA,proj,1733217634593,NA,2024,regular,nfl,11563,season,1733217634593,DEN,rotowire,NA,
1234,https://api.sleeper.com/projections/nfl/player/1234?season_type=regular&season=2024,NA,131,999,159.1,270.7,285.4,270.7,246.8,215.1,250.9,999,246.8,NA,2,18,184.14,184.14,184.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.1,2,171,NA,NA,64.11,1,326,209,250.1,7,16,2501,NA,proj,1733217637451,NA,2024,regular,nfl,1234,season,1733217637451,PIT,rotowire,NA,
5857,https://api.sleeper.com/projections/nfl/player/5857?season_type=regular&season=2024,NA,191,999,212.9,215.3,207.5,215.3,223.2,324.6,216.9,999,223.2,NA,NA,18,93.6,118.6,68.6,50,10,15,10,5,5,10,50.6,3,506,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217645162,NA,2024,regular,nfl,5857,season,1733217645162,SEA,rotowire,NA,
2028,https://api.sleeper.com/projections/nfl/player/2028?season_type=regular&season=2024,NA,122.2,999,154.1,308.8,292.8,308.8,244.4,206.7,253.3,999,244.4,NA,3,18,231.8,231.8,231.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,6.8,1,68,NA,NA,66.67,1,531,354,365,11,22,3650,NA,proj,1733217638743,NA,2024,regular,nfl,2028,season,1733217638743,NO,rotowire,NA,
11645,https://api.sleeper.com/projections/nfl/player/11645?season_type=regular&season=2024,NA,205.7,999,171.3,170,170.1,170,237.3,259.7,228.4,999,237.3,NA,NA,18,30.8,37.8,23.8,14,2.8,4.2,2.8,1.4,1.4,2.8,17,1,170,NA,1,0.8,NA,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634796,NA,2024,regular,nfl,11645,season,1733217634796,NE,rotowire,NA,
11597,https://api.sleeper.com/projections/nfl/player/11597?season_type=regular&season=2024,NA,215.4,999,197.2,199.2,198.8,199.2,258.1,290.6,244.1,999,258.1,NA,NA,18,68.1,84.1,52.1,32,6.4,9.6,6.4,3.2,3.2,6.4,34.1,3,341,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634681,NA,2024,regular,nfl,11597,season,1733217634681,NYG,rotowire,NA,
6820,https://api.sleeper.com/projections/nfl/player/6820?season_type=regular&season=2024,NA,223.3,999,243.5,222,239.5,222,221.5,383.9,224,999,221.5,15,NA,18,49,56.5,41.5,15,3,4.5,3,1.5,1.5,3,11.2,1,112,NA,44,18.3,1,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647587,NA,2024,regular,nfl,6820,season,1733217647587,KC,rotowire,NA,
5987,https://api.sleeper.com/projections/nfl/player/5987?season_type=regular&season=2024,NA,210.4,999,226.6,202.6,213.8,202.6,229.3,340.2,231,999,229.3,31,1,18,127,142.5,111.5,31,6.2,9.3,6.2,3.1,3.1,6.2,22.1,1,221,NA,153,61.4,4,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217645508,NA,2024,regular,nfl,5987,season,1733217645508,LV,rotowire,NA,
11629,https://api.sleeper.com/projections/nfl/player/11629?season_type=regular&season=2024,NA,227.9,999,202.8,196.1,186.3,196.1,271.1,308.7,267.2,999,271.1,NA,NA,18,74.1,90.1,58.1,32,6.4,9.6,6.4,3.2,3.2,6.4,39.4,3,394,NA,1,0.7,NA,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634761,NA,2024,regular,nfl,11629,season,1733217634761,BAL,rotowire,NA,
5870,https://api.sleeper.com/projections/nfl/player/5870?season_type=regular&season=2024,NA,133.9,999,151.9,260.1,282.8,260.1,240.9,273.2,257.3,999,240.9,NA,3,18,222.44,222.44,222.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,41.4,3,414,NA,NA,62.88,1,423,266,290.1,9,15,2901,NA,proj,1733217645201,NA,2024,regular,nfl,5870,season,1733217645201,MIN,rotowire,NA,
4080,https://api.sleeper.com/projections/nfl/player/4080?season_type=regular&season=2024,NA,223.2,999,245.4,231.7,254.1,231.7,272.2,441.3,265.3,999,272.2,NA,1,18,70.9,86.9,54.9,32,6.4,9.6,6.4,3.2,3.2,6.4,38.3,3,383,NA,2,0.6,NA,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641058,NA,2024,regular,nfl,4080,season,1733217641058,ARI,rotowire,NA,
3286,https://api.sleeper.com/projections/nfl/player/3286?season_type=regular&season=2024,NA,214.4,999,278.5,247.7,271.1,247.7,225.2,386.6,244.2,999,225.2,NA,NA,18,119.6,143.6,95.6,48,9.6,14.4,9.6,4.8,4.8,9.6,70.4,4,704,NA,1,1.2,NA,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217640005,NA,2024,regular,nfl,3286,season,1733217640005,LAR,rotowire,NA,
9225,https://api.sleeper.com/projections/nfl/player/9225?season_type=regular&season=2024,NA,225.6,999,210.9,198.4,204.1,198.4,222,338.9,246.7,999,222,19,2,18,127,136.5,117.5,19,3.8,5.7,3.8,1.9,1.9,3.8,13.7,1,137,NA,151,65.8,6,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653280,NA,2024,regular,nfl,9225,season,1733217653280,JAX,rotowire,NA,
7591,https://api.sleeper.com/projections/nfl/player/7591?season_type=regular&season=2024,NA,149,999,127.1,187.6,195.3,187.6,209.2,194.9,208.4,999,209.2,NA,9,18,266.6,266.6,266.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,74.4,6,744,NA,NA,61.11,NA,432,264,303,11,16,3030,NA,proj,1733217649675,NA,2024,regular,nfl,7591,season,1733217649675,PIT,rotowire,NA,
9482,https://api.sleeper.com/projections/nfl/player/9482?season_type=regular&season=2024,NA,213.1,999,191.4,193.8,188.5,193.8,276.3,289.7,268.7,999,276.3,NA,NA,18,54.2,67.7,40.7,27,5.4,8.1,5.4,2.7,2.7,5.4,28.7,2,287,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653314,NA,2024,regular,nfl,9482,season,1733217653314,LV,rotowire,NA,
4993,https://api.sleeper.com/projections/nfl/player/4993?season_type=regular&season=2024,NA,204.5,999,237.9,228.7,249.2,228.7,233.8,367.3,218.5,999,233.8,NA,NA,18,77.3,95.8,58.8,37,7.4,11.1,7.4,3.7,3.7,7.4,40.8,3,408,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217643087,NA,2024,regular,nfl,4993,season,1733217643087,CIN,rotowire,NA,
11618,https://api.sleeper.com/projections/nfl/player/11618?season_type=regular&season=2024,NA,207,999,183.9,180.6,180.8,180.6,235.8,299.5,241.8,999,235.8,NA,NA,18,56.3,70.3,42.3,28,5.6,8.4,5.6,2.8,2.8,5.6,29.2,2,292,NA,2,1.1,NA,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634737,NA,2024,regular,nfl,11618,season,1733217634737,TB,rotowire,NA,
9484,https://api.sleeper.com/projections/nfl/player/9484?season_type=regular&season=2024,NA,201.7,999,189.6,195.4,202.5,195.4,274.2,332,262.5,999,274.2,NA,NA,18,96.5,120,73,47,9.4,14.1,9.4,4.7,4.7,9.4,49,4,490,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653320,NA,2024,regular,nfl,9484,season,1733217653320,GB,rotowire,NA,
6865,https://api.sleeper.com/projections/nfl/player/6865?season_type=regular&season=2024,NA,215.8,999,246.2,298.1,278.7,298.1,262.4,412.5,254,999,262.4,NA,NA,18,88.4,108.9,67.9,41,8.2,12.3,8.2,4.1,4.1,8.2,43.9,4,439,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647708,NA,2024,regular,nfl,6865,season,1733217647708,LAR,rotowire,NA,
3225,https://api.sleeper.com/projections/nfl/player/3225?season_type=regular&season=2024,NA,220.4,999,235,219.9,239.6,219.9,243.1,343.2,242.9,999,243.1,NA,1,18,82.4,103.9,60.9,43,8.6,12.9,8.6,4.3,4.3,8.6,44.1,3,441,NA,2,0.8,NA,8,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217639874,NA,2024,regular,nfl,3225,season,1733217639874,TEN,rotowire,NA,
11621,https://api.sleeper.com/projections/nfl/player/11621?season_type=regular&season=2024,NA,270.2,999,201.4,186.3,182.7,186.3,265.9,316.3,263.4,999,265.9,NA,NA,18,25.7,31.2,20.2,11,2.2,3.3,2.2,1.1,1.1,2.2,13.8,1,138,NA,1,0.4,NA,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634744,NA,2024,regular,nfl,11621,season,1733217634744,LAC,rotowire,NA,
8219,https://api.sleeper.com/projections/nfl/player/8219?season_type=regular&season=2024,NA,222.4,999,229,257,255.7,257,265.5,401.4,270.8,999,265.5,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651431,NA,2024,regular,nfl,8219,season,1733217651431,IND,rotowire,NA,
8172,https://api.sleeper.com/projections/nfl/player/8172?season_type=regular&season=2024,NA,218.2,999,207.2,214.7,238.4,214.7,264.5,361.2,258,999,264.5,NA,NA,18,62.6,79.1,46.1,33,6.6,9.9,6.6,3.3,3.3,6.6,34.1,2,341,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651305,NA,2024,regular,nfl,8172,season,1733217651305,NYG,rotowire,NA,
11651,https://api.sleeper.com/projections/nfl/player/11651?season_type=regular&season=2024,NA,239.4,999,209.2,194.2,201.2,194.2,242.4,333,264.1,999,242.4,12,NA,18,66.7,72.7,60.7,12,2.4,3.6,2.4,1.2,1.2,2.4,9.1,NA,91,NA,79,33.6,3,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634815,NA,2024,regular,nfl,11651,season,1733217634815,SF,rotowire,NA,
11577,https://api.sleeper.com/projections/nfl/player/11577?season_type=regular&season=2024,NA,229.4,999,206.8,182.5,183,182.5,223.5,319.3,247,999,223.5,11,NA,18,60.5,66,55,11,2.2,3.3,2.2,1.1,1.1,2.2,8.4,1,84,NA,67,28.6,2,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634626,NA,2024,regular,nfl,11577,season,1733217634626,PHI,rotowire,NA,
6011,https://api.sleeper.com/projections/nfl/player/6011?season_type=regular&season=2024,NA,150.2,999,177.1,310.9,335.7,310.9,268.3,281.5,260.2,999,268.3,NA,2,18,188.14,188.14,188.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15.9,2,159,NA,NA,64.62,NA,424,274,285.6,10,15,2856,NA,proj,1733217645574,NA,2024,regular,nfl,6011,season,1733217645574,LV,rotowire,NA,
4111,https://api.sleeper.com/projections/nfl/player/4111?season_type=regular&season=2024,NA,237.4,999,266.1,266.5,294.2,266.5,244.5,494.1,269.7,999,244.5,10,NA,18,54.6,59.6,49.6,10,2,3,2,1,1,2,7.4,NA,74,NA,72,30.2,2,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641136,NA,2024,regular,nfl,4111,season,1733217641136,CLE,rotowire,NA,
5970,https://api.sleeper.com/projections/nfl/player/5970?season_type=regular&season=2024,NA,217.9,999,244.2,223.1,245.1,223.1,227.4,397.3,248,999,227.4,NA,NA,18,102,129.5,74.5,55,11,16.5,11,5.5,5.5,11,54,3,540,NA,5,2.5,NA,25,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217645467,NA,2024,regular,nfl,5970,season,1733217645467,ARI,rotowire,NA,
6828,https://api.sleeper.com/projections/nfl/player/6828?season_type=regular&season=2024,NA,230.5,999,228.8,212.7,206.6,212.7,234,341.9,243.7,999,234,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647612,NA,2024,regular,nfl,6828,season,1733217647612,GB,rotowire,NA,
9497,https://api.sleeper.com/projections/nfl/player/9497?season_type=regular&season=2024,NA,242.5,999,217.7,203.7,205.5,203.7,269.2,377.7,265.8,999,269.2,NA,NA,18,58.1,69.6,46.6,23,4.6,6.9,4.6,2.3,2.3,4.6,34.3,2,343,NA,1,0.3,NA,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653358,NA,2024,regular,nfl,9497,season,1733217653358,NYG,rotowire,NA,
4951,https://api.sleeper.com/projections/nfl/player/4951?season_type=regular&season=2024,NA,228.3,999,239.5,225.8,251.2,225.8,241.5,414.6,256.2,999,241.5,NA,NA,18,75.2,90.7,59.7,31,6.2,9.3,6.2,3.1,3.1,6.2,41.1,3,411,NA,1,0.6,NA,6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217642984,NA,2024,regular,nfl,4951,season,1733217642984,LAC,rotowire,NA,
4454,https://api.sleeper.com/projections/nfl/player/4454?season_type=regular&season=2024,NA,243.2,999,285.4,314.3,307,314.3,275.7,500.3,281.7,999,275.7,NA,NA,18,88,107.5,68.5,39,7.8,11.7,7.8,3.9,3.9,7.8,49.3,3,493,NA,2,1.2,NA,12,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641875,NA,2024,regular,nfl,4454,season,1733217641875,NE,rotowire,NA,
11574,https://api.sleeper.com/projections/nfl/player/11574?season_type=regular&season=2024,NA,231.6,999,220.6,210.4,212.8,210.4,256.8,342.1,261.4,999,256.8,15,NA,18,56.1,63.6,48.6,15,3,4.5,3,1.5,1.5,3,11,NA,110,NA,62,25.6,2,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634619,NA,2024,regular,nfl,11574,season,1733217634619,LV,rotowire,NA,
5906,https://api.sleeper.com/projections/nfl/player/5906?season_type=regular&season=2024,NA,233.5,999,249.5,262.1,257.6,262.1,270.7,429.2,251.6,999,270.7,NA,NA,18,64.2,78.7,49.7,29,5.8,8.7,5.8,2.9,2.9,5.8,31.7,3,317,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217645300,NA,2024,regular,nfl,5906,season,1733217645300,BUF,rotowire,NA,
6149,https://api.sleeper.com/projections/nfl/player/6149?season_type=regular&season=2024,NA,239.5,999,269.3,271.2,302.9,271.2,272.6,459.4,278.2,999,272.6,NA,NA,18,103,123,83,40,8,12,8,4,4,8,58.4,4,584,NA,1,0.6,NA,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217645935,NA,2024,regular,nfl,6149,season,1733217645935,NYG,rotowire,NA,
1339,https://api.sleeper.com/projections/nfl/player/1339?season_type=regular&season=2024,NA,226,999,281.4,305.8,334.5,305.8,263.1,483.3,258.2,999,263.1,NA,NA,18,71.8,91.8,51.8,40,8,12,8,4,4,8,39.8,2,398,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217637984,NA,2024,regular,nfl,1339,season,1733217637984,WAS,rotowire,NA,
7601,https://api.sleeper.com/projections/nfl/player/7601?season_type=regular&season=2024,NA,271.6,999,234.4,226.1,252,226.1,271.7,418.3,283.8,999,271.7,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649703,NA,2024,regular,nfl,7601,season,1733217649703,ATL,rotowire,NA,
4943,https://api.sleeper.com/projections/nfl/player/4943?season_type=regular&season=2024,NA,179.2,999,213.7,354.8,332.1,354.8,254.3,327.2,239.6,999,254.3,NA,5,18,274.98,274.98,274.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,21.3,2,213,NA,NA,62.5,4,544,340,384.2,14,26,3842,NA,proj,1733217642964,NA,2024,regular,nfl,4943,season,1733217642964,MIN,rotowire,NA,
8117,https://api.sleeper.com/projections/nfl/player/8117?season_type=regular&season=2024,NA,234.9,999,247.7,253.2,277,253.2,255.8,406.3,249.1,999,255.8,NA,NA,18,99,122.5,75.5,47,9.4,14.1,9.4,4.7,4.7,9.4,56.6,3,566,NA,1,0.9,NA,9,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651171,NA,2024,regular,nfl,8117,season,1733217651171,DAL,rotowire,NA,
