sleeper_id,projection_url,player_data-date,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,bonus_rec_rb,fum_lost,gp,pts_half_ppr,pts_ppr,pts_std,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_wr,bonus_rec_te,cmp_pct,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,def_kr_td,player_data-category,player_data-last_modified,player_data-week,player_data-season,player_data-season_type,player_data-sport,player_data-player_id,player_data-game_id,player_data-updated_at,player_data-team,player_data-company,player_data-opponent,player_data-player
11625,https://api.sleeper.com/projections/nfl/player/11625?season_type=regular&season=2024,NA,151.9,999,115.4,95.9,103.7,95.9,125.4,143.4,145.7,999,125.4,NA,NA,18,90.8,110.8,70.8,40,8,12,8,4,4,8,52.2,3,522,NA,1,0.6,NA,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634751,NA,2024,regular,nfl,11625,season,1733217634751,IND,rotowire,NA,
8121,https://api.sleeper.com/projections/nfl/player/8121?season_type=regular&season=2024,NA,135.1,999,143.3,129.8,127,129.8,121.5,155.9,118.6,999,121.5,NA,1,18,140.4,172.4,108.4,64,12.8,19.2,12.8,6.4,6.4,12.8,79.9,5,799,NA,1,0.5,NA,5,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651184,NA,2024,regular,nfl,8121,season,1733217651184,GB,rotowire,NA,
4082,https://api.sleeper.com/projections/nfl/player/4082?season_type=regular&season=2024,NA,140.5,999,175.1,167.8,165.8,167.8,120,180,117.4,999,120,NA,1,18,79.6,95.6,63.6,32,6.4,9.6,6.4,3.2,3.2,6.4,36.5,3,365,NA,9,5.1,1,51,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641063,NA,2024,regular,nfl,4082,season,1733217641063,BUF,rotowire,NA,
11586,https://api.sleeper.com/projections/nfl/player/11586?season_type=regular&season=2024,NA,138.5,999,114.4,94.2,102.2,94.2,115.3,133.2,120.1,999,115.3,17,1,18,84.3,92.8,75.8,17,3.4,5.1,3.4,1.7,1.7,3.4,12.4,1,124,NA,94,41.4,3,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634648,NA,2024,regular,nfl,11586,season,1733217634648,LAR,rotowire,NA,
3164,https://api.sleeper.com/projections/nfl/player/3164?season_type=regular&season=2024,NA,127.9,999,161.5,140.5,141.8,140.5,110.8,162.2,114.3,999,110.8,20,1,18,102.8,112.8,92.8,20,4,6,4,2,2,4,14.7,1,147,NA,128,50.1,4,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217639731,NA,2024,regular,nfl,3164,season,1733217639731,DAL,rotowire,NA,
6797,https://api.sleeper.com/projections/nfl/player/6797?season_type=regular&season=2024,NA,36.8,999,19.4,82,86.5,82,123,42.1,124,999,123,NA,4,18,272.66,272.66,272.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,19.7,3,197,NA,NA,65.73,1,534,351,379.9,11,25,3799,NA,proj,1733217647516,NA,2024,regular,nfl,6797,season,1733217647516,LAC,rotowire,NA,
2374,https://api.sleeper.com/projections/nfl/player/2374?season_type=regular&season=2024,NA,134.5,999,167.7,151.3,146.3,151.3,122.5,175.8,123.9,999,122.5,NA,1,18,137.3,169.3,105.3,64,12.8,19.2,12.8,6.4,6.4,12.8,76.8,5,768,NA,1,0.5,NA,5,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217639144,NA,2024,regular,nfl,2374,season,1733217639144,SEA,rotowire,NA,
9224,https://api.sleeper.com/projections/nfl/player/9224?season_type=regular&season=2024,NA,135,999,137.5,118.5,119.6,118.5,117,159.5,118.4,999,117,36,1,18,143.5,161.5,125.5,36,7.2,10.8,7.2,3.6,3.6,7.2,27.9,1,279,NA,153,63.6,5,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653276,NA,2024,regular,nfl,9224,season,1733217653276,CIN,rotowire,NA,
6826,https://api.sleeper.com/projections/nfl/player/6826?season_type=regular&season=2024,NA,127.7,999,118.6,115,115.7,115,129.7,135.9,121.5,999,129.7,NA,1,18,120.9,151.4,90.4,61,12.2,18.3,12.2,6.1,6.1,12.2,62.4,5,624,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647606,NA,2024,regular,nfl,6826,season,1733217647606,CHI,rotowire,NA,
8134,https://api.sleeper.com/projections/nfl/player/8134?season_type=regular&season=2024,NA,142.8,999,153.9,141.9,140.6,141.9,125.9,172.7,142.7,999,125.9,NA,NA,18,141.1,175.1,107.1,68,13.6,20.4,13.6,6.8,6.8,13.6,76.3,5,763,NA,1,0.8,NA,8,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651211,NA,2024,regular,nfl,8134,season,1733217651211,BUF,rotowire,NA,
7600,https://api.sleeper.com/projections/nfl/player/7600?season_type=regular&season=2024,NA,124.7,999,130.8,135.1,125.7,135.1,124.9,151.5,125.8,999,124.9,NA,1,18,113.1,142.6,83.6,59,11.8,17.7,11.8,5.9,5.9,11.8,61.6,4,616,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649700,NA,2024,regular,nfl,7600,season,1733217649700,PIT,rotowire,NA,
8143,https://api.sleeper.com/projections/nfl/player/8143?season_type=regular&season=2024,NA,139.4,999,151,130.7,133.8,130.7,116,166.9,122.7,999,116,41,1,18,134.1,154.6,113.6,41,8.2,12.3,8.2,4.1,4.1,8.2,29.2,1,292,NA,134,56.4,4,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651234,NA,2024,regular,nfl,8143,season,1733217651234,CLE,rotowire,NA,
5947,https://api.sleeper.com/projections/nfl/player/5947?season_type=regular&season=2024,NA,143.1,999,159.6,143,145.1,143,144.5,175.7,146.3,999,144.5,NA,1,18,161,199,123,76,15.2,22.8,15.2,7.6,7.6,15.2,85.8,6,858,NA,6,2.6,NA,26,76,NA,50,NA,2,1,1.5,NA,NA,15,NA,proj,1733217645402,NA,2024,regular,nfl,5947,season,1733217645402,LV,rotowire,NA,
7523,https://api.sleeper.com/projections/nfl/player/7523?season_type=regular&season=2024,NA,50.1,999,29.7,113.7,113.8,113.7,127,68.5,125.7,999,127,NA,4,18,279.36,279.36,279.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,31,3,310,NA,NA,65.76,1,549,361,383.4,13,24,3834,NA,proj,1733217649490,NA,2024,regular,nfl,7523,season,1733217649490,JAX,rotowire,NA,
9753,https://api.sleeper.com/projections/nfl/player/9753?season_type=regular&season=2024,NA,143.3,999,133.7,114.1,118.3,114.1,128.8,159.9,150.6,999,128.8,26,1,18,98.2,111.2,85.2,26,5.2,7.8,5.2,2.6,2.6,5.2,18.7,1,187,NA,106,44.5,3,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653434,NA,2024,regular,nfl,9753,season,1733217653434,SEA,rotowire,NA,
4068,https://api.sleeper.com/projections/nfl/player/4068?season_type=regular&season=2024,NA,145.7,999,179.9,161.3,162.1,161.3,147,227.9,156.8,999,147,NA,1,18,64.2,77.2,51.2,26,5.2,7.8,5.2,2.6,2.6,5.2,35,3,350,NA,1,0.2,NA,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217641025,NA,2024,regular,nfl,4068,season,1733217641025,PIT,rotowire,NA,
11626,https://api.sleeper.com/projections/nfl/player/11626?season_type=regular&season=2024,NA,148.9,999,109.8,99.4,99.4,99.4,149.2,147.1,152.2,999,149.2,NA,NA,18,115.2,140.2,90.2,50,10,15,10,5,5,10,64.2,4,642,NA,3,2,NA,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634753,NA,2024,regular,nfl,11626,season,1733217634753,CAR,rotowire,NA,
9481,https://api.sleeper.com/projections/nfl/player/9481?season_type=regular&season=2024,NA,141.2,999,147.3,145.9,143.2,145.9,153.9,165.2,153.5,999,153.9,NA,NA,18,54.7,67.7,41.7,26,5.2,7.8,5.2,2.6,2.6,5.2,29.7,2,297,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653312,NA,2024,regular,nfl,9481,season,1733217653312,GB,rotowire,NA,
6783,https://api.sleeper.com/projections/nfl/player/6783?season_type=regular&season=2024,NA,147.7,999,141.7,127.3,129.3,127.3,148.7,164,149.2,999,148.7,NA,1,18,139,169,109,60,12,18,12,6,6,12,79.7,5,797,NA,2,1.3,NA,13,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647484,NA,2024,regular,nfl,6783,season,1733217647484,CLE,rotowire,NA,
1166,https://api.sleeper.com/projections/nfl/player/1166?season_type=regular&season=2024,NA,67.7,999,89.7,172.4,159.9,172.4,152.8,111.1,157.4,999,152.8,NA,3,18,261.1,261.1,261.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,7.5,1,75,NA,NA,67.45,1,553,373,399,12,26,3990,NA,proj,1733217634842,NA,2024,regular,nfl,1166,season,1733217634842,ATL,rotowire,NA,
11643,https://api.sleeper.com/projections/nfl/player/11643?season_type=regular&season=2024,NA,162.5,999,140.9,124.1,132.4,124.1,155.2,173.5,163.4,999,155.2,13,1,18,60.6,67.1,54.1,13,2.6,3.9,2.6,1.3,1.3,2.6,8.7,1,87,NA,66,29.4,2,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634790,NA,2024,regular,nfl,11643,season,1733217634790,MIA,rotowire,NA,
9500,https://api.sleeper.com/projections/nfl/player/9500?season_type=regular&season=2024,NA,164.3,999,139.3,123.4,124.3,123.4,172.9,203.9,173.9,999,172.9,NA,1,18,137.8,170.3,105.3,65,13,19.5,13,6.5,6.5,13,74.9,5,749,NA,3,2.4,NA,24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653371,NA,2024,regular,nfl,9500,season,1733217653371,IND,rotowire,NA,
7594,https://api.sleeper.com/projections/nfl/player/7594?season_type=regular&season=2024,NA,151.3,999,169.7,147,147,147,130.6,179.9,153.4,999,130.6,38,1,18,178.1,197.1,159.1,38,7.6,11.4,7.6,3.8,3.8,7.6,26.5,1,265,NA,198,86.6,7,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649682,NA,2024,regular,nfl,7594,season,1733217649682,CAR,rotowire,NA,
8676,https://api.sleeper.com/projections/nfl/player/8676?season_type=regular&season=2024,NA,146.6,999,167.3,155.1,155,155.1,151.7,219.9,165.2,999,151.7,NA,1,18,170.3,200.3,140.3,60,12,18,12,6,6,12,91.5,6,915,NA,16,8.8,1,88,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,proj,1733217652577,NA,2024,regular,nfl,8676,season,1733217652577,NO,rotowire,NA,
11627,https://api.sleeper.com/projections/nfl/player/11627?season_type=regular&season=2024,NA,172.9,999,135.1,119.7,121.6,119.7,181.6,170.8,190.6,999,181.6,NA,NA,18,85.6,105.1,66.1,39,7.8,11.7,7.8,3.9,3.9,7.8,47.6,3,476,NA,2,0.5,NA,5,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634756,NA,2024,regular,nfl,11627,season,1733217634756,DEN,rotowire,NA,
421,https://api.sleeper.com/projections/nfl/player/421?season_type=regular&season=2024,NA,65.3,999,105.6,208,200,208,166.3,124.1,162.8,999,166.3,NA,3,18,253.04,253.04,253.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,6.8,1,68,NA,NA,65.88,1,551,363,385.6,14,26,3856,NA,proj,1733217641372,NA,2024,regular,nfl,421,season,1733217641372,LAR,rotowire,NA,
6806,https://api.sleeper.com/projections/nfl/player/6806?season_type=regular&season=2024,NA,158.7,999,166,149.9,151.6,149.9,131.8,178.8,155.3,999,131.8,33,1,18,152.5,169,136,33,6.6,9.9,6.6,3.3,3.3,6.6,25.2,2,252,NA,167,70.8,5,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647549,NA,2024,regular,nfl,6806,season,1733217647549,LAC,rotowire,NA,
9757,https://api.sleeper.com/projections/nfl/player/9757?season_type=regular&season=2024,NA,156.7,999,138.2,125.7,130.8,125.7,173.1,177.1,186.4,999,173.1,11,NA,18,55.7,61.2,50.2,11,2.2,3.3,2.2,1.1,1.1,2.2,7.8,1,78,NA,59,24.4,2,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653442,NA,2024,regular,nfl,9757,season,1733217653442,NO,rotowire,NA,
96,https://api.sleeper.com/projections/nfl/player/96?season_type=regular&season=2024,NA,75.9,999,122.3,191.2,194.1,191.2,150.4,137.5,148.6,999,150.4,NA,3,18,270.48,270.48,270.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,9.6,1,96,NA,NA,64.59,1,545,352,389.7,9,28,3897,NA,proj,1733217653414,NA,2024,regular,nfl,96,season,1733217653414,NYJ,rotowire,NA,
6943,https://api.sleeper.com/projections/nfl/player/6943?season_type=regular&season=2024,NA,159.3,999,165.8,151.8,153,151.8,157.8,231.1,164.2,999,157.8,NA,1,18,128.2,155.7,100.7,55,11,16.5,11,5.5,5.5,11,72.2,5,722,NA,1,0.5,NA,5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647942,NA,2024,regular,nfl,6943,season,1733217647942,JAX,rotowire,NA,
7021,https://api.sleeper.com/projections/nfl/player/7021?season_type=regular&season=2024,NA,163.1,999,199.7,185.9,183.5,185.9,146.6,255.2,160.2,999,146.6,27,1,18,118.5,132,105,27,5.4,8.1,5.4,2.7,2.7,5.4,19.4,1,194,NA,141,57.6,4,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217648139,NA,2024,regular,nfl,7021,season,1733217648139,DAL,rotowire,NA,
7670,https://api.sleeper.com/projections/nfl/player/7670?season_type=regular&season=2024,NA,153.9,999,170.6,159.4,159.6,159.4,145.4,231.7,151.8,999,145.4,NA,1,18,109.3,134.3,84.3,50,10,15,10,5,5,10,61.7,4,617,NA,1,0.6,NA,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217649910,NA,2024,regular,nfl,7670,season,1733217649910,LAC,rotowire,NA,
8230,https://api.sleeper.com/projections/nfl/player/8230?season_type=regular&season=2024,NA,170.5,999,194.1,177.6,178.6,177.6,153,244.3,167.6,999,153,23,1,18,100.1,111.6,88.6,23,4.6,6.9,4.6,2.3,2.3,4.6,17.4,1,174,NA,120,49.2,3,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651464,NA,2024,regular,nfl,8230,season,1733217651464,MIN,rotowire,NA,
11596,https://api.sleeper.com/projections/nfl/player/11596?season_type=regular&season=2024,NA,159.7,999,131.6,138.9,138.5,138.9,177.8,171.5,170.8,999,177.8,NA,NA,18,66.5,82,51,31,6.2,9.3,6.2,3.1,3.1,6.2,33,3,330,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634678,NA,2024,regular,nfl,11596,season,1733217634678,WAS,rotowire,NA,
8111,https://api.sleeper.com/projections/nfl/player/8111?season_type=regular&season=2024,NA,154.5,999,173.1,175.3,169,175.3,190.3,222.7,174,999,190.3,NA,NA,18,99.3,124.3,74.3,50,10,15,10,5,5,10,50.3,4,503,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651156,NA,2024,regular,nfl,8111,season,1733217651156,TB,rotowire,NA,
11581,https://api.sleeper.com/projections/nfl/player/11581?season_type=regular&season=2024,NA,171.2,999,143.6,126.5,135.3,126.5,171.9,201.7,191.9,999,171.9,16,1,18,80.9,88.9,72.9,16,3.2,4.8,3.2,1.6,1.6,3.2,12,1,120,NA,90,38.9,3,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634638,NA,2024,regular,nfl,11581,season,1733217634638,GB,rotowire,NA,
8119,https://api.sleeper.com/projections/nfl/player/8119?season_type=regular&season=2024,NA,157.2,999,145.3,131,135.8,131,170.3,207.8,187.2,999,170.3,NA,1,18,83.3,101.8,64.8,37,7.4,11.1,7.4,3.7,3.7,7.4,48,3,480,NA,1,0.8,NA,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651177,NA,2024,regular,nfl,8119,season,1733217651177,PHI,rotowire,NA,
2197,https://api.sleeper.com/projections/nfl/player/2197?season_type=regular&season=2024,NA,161.5,999,203.3,188.5,185.9,188.5,158.7,263.4,171.8,999,158.7,NA,1,18,115.9,140.9,90.9,50,10,15,10,5,5,10,61.2,5,612,NA,3,1.7,NA,17,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217638900,NA,2024,regular,nfl,2197,season,1733217638900,DAL,rotowire,NA,
6945,https://api.sleeper.com/projections/nfl/player/6945?season_type=regular&season=2024,NA,166.3,999,187,165.2,166.4,165.2,174.3,254.4,185.5,999,174.3,35,1,18,102.1,119.6,84.6,35,7,10.5,7,3.5,3.5,7,26,1,260,NA,89,36.6,3,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217647948,NA,2024,regular,nfl,6945,season,1733217647948,NE,rotowire,NA,
11638,https://api.sleeper.com/projections/nfl/player/11638?season_type=regular&season=2024,NA,169.4,999,108.1,103.1,107.1,103.1,176.4,156.8,184.7,999,176.4,NA,NA,18,62.6,75.6,49.6,26,5.2,7.8,5.2,2.6,2.6,5.2,30.7,3,307,NA,2,0.9,NA,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634784,NA,2024,regular,nfl,11638,season,1733217634784,SF,rotowire,NA,
9754,https://api.sleeper.com/projections/nfl/player/9754?season_type=regular&season=2024,NA,167.3,999,155,142.3,143.1,142.3,193.8,213.8,195.2,999,193.8,NA,NA,18,126.2,152.2,100.2,52,10.4,15.6,10.4,5.2,5.2,10.4,69.5,5,695,NA,1,0.7,NA,7,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653436,NA,2024,regular,nfl,9754,season,1733217653436,LAC,rotowire,NA,
11619,https://api.sleeper.com/projections/nfl/player/11619?season_type=regular&season=2024,NA,167.3,999,129.1,134.6,131.2,134.6,167.7,174.8,166.3,999,167.7,NA,NA,18,96.7,120.7,72.7,48,9.6,14.4,9.6,4.8,4.8,9.6,53.5,3,535,NA,1,1.2,NA,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634739,NA,2024,regular,nfl,11619,season,1733217634739,NE,rotowire,NA,
9486,https://api.sleeper.com/projections/nfl/player/9486?season_type=regular&season=2024,NA,165.8,999,163.7,156.2,156.6,156.2,169.7,245.1,179.5,999,169.7,NA,NA,18,114.5,137.5,91.5,46,9.2,13.8,9.2,4.6,4.6,9.2,60.1,5,601,NA,3,1.4,NA,14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653322,NA,2024,regular,nfl,9486,season,1733217653322,GB,rotowire,NA,
11439,https://api.sleeper.com/projections/nfl/player/11439?season_type=regular&season=2024,NA,174.9,999,204.9,191.6,197.1,191.6,175,261.7,188.5,999,175,32,1,18,114.9,130.9,98.9,32,6.4,9.6,6.4,3.2,3.2,6.4,23.7,1,237,NA,121,53.2,3,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634258,NA,2024,regular,nfl,11439,season,1733217634258,DEN,rotowire,NA,
8132,https://api.sleeper.com/projections/nfl/player/8132?season_type=regular&season=2024,NA,173.4,999,175.5,148.2,150,148.2,156.9,242.3,169.5,999,156.9,21,1,18,116,126.5,105.5,21,4.2,6.3,4.2,2.1,2.1,4.2,14.6,1,146,NA,149,62.9,4,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651208,NA,2024,regular,nfl,8132,season,1733217651208,ATL,rotowire,NA,
4381,https://api.sleeper.com/projections/nfl/player/4381?season_type=regular&season=2024,NA,155.1,999,215.3,201.1,203.1,201.1,167.9,255.4,183.2,999,167.9,NA,NA,18,107.08,118.08,96.08,22,4.4,6.6,4.4,2.2,2.2,4.4,22.6,2,226,NA,80,34.4,4,344,NA,22,63.64,NA,11,7,7.7,NA,NA,77,NA,proj,1733217641720,NA,2024,regular,nfl,4381,season,1733217641720,NO,rotowire,NA,
11630,https://api.sleeper.com/projections/nfl/player/11630?season_type=regular&season=2024,NA,183.5,999,146.4,137.6,137.8,137.6,200,209.8,201.4,999,200,NA,NA,18,119.1,144.1,94.1,50,10,15,10,5,5,10,67.2,4,672,NA,4,2.9,NA,29,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634763,NA,2024,regular,nfl,11630,season,1733217634763,PIT,rotowire,NA,
8131,https://api.sleeper.com/projections/nfl/player/8131?season_type=regular&season=2024,NA,182.3,999,156.4,143.7,142.5,143.7,192.9,226.5,181,999,192.9,NA,NA,18,98,121,75,46,9.2,13.8,9.2,4.6,4.6,9.2,51,4,510,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217651207,NA,2024,regular,nfl,8131,season,1733217651207,BAL,rotowire,NA,
1689,https://api.sleeper.com/projections/nfl/player/1689?season_type=regular&season=2024,NA,175.6,999,215.7,199.3,190.2,199.3,179.3,258.2,172.7,999,179.3,NA,1,18,124.7,158.7,90.7,68,13.6,20.4,13.6,6.8,6.8,13.6,68,4,680,NA,1,0.7,NA,7,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217638396,NA,2024,regular,nfl,1689,season,1733217638396,CAR,rotowire,NA,
4892,https://api.sleeper.com/projections/nfl/player/4892?season_type=regular&season=2024,NA,79,999,90.8,206.2,191.8,206.2,178.6,118.3,167.1,999,178.6,NA,3,18,287.08,287.08,287.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,21,2,210,NA,NA,66.84,1,561,375,407.7,13,27,4077,NA,proj,1733217642852,NA,2024,regular,nfl,4892,season,1733217642852,TB,rotowire,NA,
4017,https://api.sleeper.com/projections/nfl/player/4017?season_type=regular&season=2024,NA,86.9,999,95.6,207.3,196.5,207.3,188.9,181.3,181.1,999,188.9,NA,3,18,250.58,250.58,250.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,39.7,4,397,NA,NA,60.69,1,496,301,322.2,14,19,3222,NA,proj,1733217640930,NA,2024,regular,nfl,4017,season,1733217640930,CLE,rotowire,NA,
11647,https://api.sleeper.com/projections/nfl/player/11647?season_type=regular&season=2024,NA,180.3,999,164.4,159.1,167,159.1,180,233.5,194.6,999,180,17,1,18,77,85.5,68.5,17,3.4,5.1,3.4,1.7,1.7,3.4,12.8,NA,128,NA,94,39.7,3,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634801,NA,2024,regular,nfl,11647,season,1733217634801,LAC,rotowire,NA,
3214,https://api.sleeper.com/projections/nfl/player/3214?season_type=regular&season=2024,NA,177.8,999,211.6,213.9,207.4,213.9,194.7,298.3,188,999,194.7,NA,NA,18,117.2,148.2,86.2,62,12.4,18.6,12.4,6.2,6.2,12.4,62.2,4,622,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217639848,NA,2024,regular,nfl,3214,season,1733217639848,NE,rotowire,NA,
11565,https://api.sleeper.com/projections/nfl/player/11565?season_type=regular&season=2024,NA,500,999,75,133.2,123.4,133.2,230.4,500,220.9,999,230.4,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634598,NA,2024,regular,nfl,11565,season,1733217634598,MIN,rotowire,NA,
11655,https://api.sleeper.com/projections/nfl/player/11655?season_type=regular&season=2024,NA,188.3,999,195.1,183.3,193.6,183.3,195.3,257.1,199.1,999,195.3,24,NA,18,105.8,117.8,93.8,24,4.8,7.2,4.8,2.4,2.4,4.8,18,1,180,NA,124,51.8,3,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634826,NA,2024,regular,nfl,11655,season,1733217634826,NYG,rotowire,NA,
11575,https://api.sleeper.com/projections/nfl/player/11575?season_type=regular&season=2024,NA,187.7,999,186.9,167.1,174.1,167.1,183.5,235.7,197.1,999,183.5,19,1,18,107.2,116.7,97.7,19,3.8,5.7,3.8,1.9,1.9,3.8,14.6,1,146,NA,128,55.1,4,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634621,NA,2024,regular,nfl,11575,season,1733217634621,BUF,rotowire,NA,
7090,https://api.sleeper.com/projections/nfl/player/7090?season_type=regular&season=2024,NA,181.5,999,193.9,181.3,181.2,181.3,181.6,262.1,192.6,999,181.6,NA,NA,18,118,143,93,50,10,15,10,5,5,10,67.5,4,675,NA,2,1.5,NA,15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217648325,NA,2024,regular,nfl,7090,season,1733217648325,ATL,rotowire,NA,
9501,https://api.sleeper.com/projections/nfl/player/9501?season_type=regular&season=2024,NA,183.6,999,185.2,178.9,177.8,178.9,195.3,295.1,195.4,999,195.3,NA,1,18,105,132,78,54,10.8,16.2,10.8,5.4,5.4,10.8,58.9,3,589,NA,5,3.1,NA,31,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217653373,NA,2024,regular,nfl,9501,season,1733217653373,NE,rotowire,NA,
11617,https://api.sleeper.com/projections/nfl/player/11617?season_type=regular&season=2024,NA,194.8,999,162.1,150.8,149.9,150.8,212.2,234.8,223,999,212.2,NA,NA,18,25.5,31.5,19.5,12,2.4,3.6,2.4,1.2,1.2,2.4,12.7,1,127,NA,1,0.8,NA,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634734,NA,2024,regular,nfl,11617,season,1733217634734,NYJ,rotowire,NA,
9999,https://api.sleeper.com/projections/nfl/player/9999?season_type=regular&season=2024,NA,100.7,999,100.5,179,191.2,179,204.1,182.8,205.1,999,204.1,NA,3,18,246.74,246.74,246.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,16.9,2,169,NA,NA,61.45,1,550,338,372.1,15,22,3721,NA,proj,1733217653480,NA,2024,regular,nfl,9999,season,1733217653480,TEN,rotowire,NA,
11640,https://api.sleeper.com/projections/nfl/player/11640?season_type=regular&season=2024,NA,186.7,999,158.8,146.9,148.7,146.9,205.8,236.7,209.4,999,205.8,NA,NA,18,77,93.5,60.5,33,6.6,9.9,6.6,3.3,3.3,6.6,41.7,3,417,NA,1,0.8,NA,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1733217634786,NA,2024,regular,nfl,11640,season,1733217634786,CIN,rotowire,NA,
