sleeper_id,projection_url,player_data-date,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,bonus_rec_rb,fum_lost,gp,pts_half_ppr,pts_ppr,pts_std,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_wr,bonus_rec_te,cmp_pct,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,def_kr_td,pr_td,player_data-category,player_data-last_modified,player_data-week,player_data-season,player_data-season_type,player_data-sport,player_data-game_id,player_data-player_id,player_data-updated_at,player_data-team,player_data-company,player_data-opponent,player_data-player
4034,https://api.sleeper.com/projections/nfl/player/4034?season_type=regular&season=2024,NA,2.8,999,15.4,6.5,4.8,6.5,1.5,4.8,1.2,999,1.5,68,2,18,298.6,332.6,264.6,68,13.6,20.4,13.6,6.8,6.8,13.6,53.7,4,537,1,256,122.9,11,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399467527,NA,2024,regular,nfl,season,4034,1724399467527,SF,rotowire,NA,
6786,https://api.sleeper.com/projections/nfl/player/6786?season_type=regular&season=2024,NA,5.1,999,7.3,2.4,2.6,2.4,3.9,5.9,3.1,999,3.9,NA,1,18,262.4,319.9,204.9,115,23,34.5,23,11.5,11.5,23,145.5,8,1455,NA,12,7.4,1,74,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471887,NA,2024,regular,nfl,season,6786,1724399471887,DAL,rotowire,NA,
3321,https://api.sleeper.com/projections/nfl/player/3321?season_type=regular&season=2024,NA,6.1,999,22,10.2,9,10.2,2.1,12.3,2.7,999,2.1,NA,1,18,267.4,323.4,211.4,112,22.4,33.6,22.4,11.2,11.2,22.4,155.8,9,1558,NA,5,3.6,NA,36,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466962,NA,2024,regular,nfl,season,3321,1724399466962,MIA,rotowire,NA,
6794,https://api.sleeper.com/projections/nfl/player/6794?season_type=regular&season=2024,NA,9.7,999,5.8,1.7,1.6,1.7,4.3,3.4,4.9,999,4.3,NA,1,18,236.4,288.9,183.9,105,21,31.5,21,10.5,10.5,21,142.7,7,1427,NA,2,1.2,NA,12,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471901,NA,2024,regular,nfl,season,6794,1724399471901,MIN,rotowire,NA,
7564,https://api.sleeper.com/projections/nfl/player/7564?season_type=regular&season=2024,NA,10.5,999,8,3.9,3.6,3.9,5.6,7.8,5.6,999,5.6,NA,1,18,236.8,289.3,184.3,105,21,31.5,21,10.5,10.5,21,136.7,8,1367,NA,3,1.6,NA,16,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473218,NA,2024,regular,nfl,season,7564,1724399473218,CIN,rotowire,NA,
9509,https://api.sleeper.com/projections/nfl/player/9509?season_type=regular&season=2024,NA,13.5,999,12.5,4.6,6.7,4.6,6.1,10.8,6.5,999,6.1,56,2,18,236.7,264.7,208.7,56,11.2,16.8,11.2,5.6,5.6,11.2,41.8,2,418,NA,247,110.9,8,1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475663,NA,2024,regular,nfl,season,9509,1724399475663,ATL,rotowire,NA,
7547,https://api.sleeper.com/projections/nfl/player/7547?season_type=regular&season=2024,NA,11.1,999,10.2,5.9,5.2,5.9,6.2,9.5,6.8,999,6.2,NA,1,18,227.6,283.1,172.1,111,22.2,33.3,22.2,11.1,11.1,22.2,128.5,7,1285,NA,6,3.6,NA,36,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473188,NA,2024,regular,nfl,season,7547,1724399473188,DET,rotowire,NA,
8155,https://api.sleeper.com/projections/nfl/player/8155?season_type=regular&season=2024,NA,12.3,999,16,7.3,7.2,7.3,8.6,13.6,8.8,999,8.6,55,2,18,254.7,282.2,227.2,55,11,16.5,11,5.5,5.5,11,40.8,2,408,1,270,122.4,9,1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474241,NA,2024,regular,nfl,season,8155,1724399474241,NYJ,rotowire,NA,
5859,https://api.sleeper.com/projections/nfl/player/5859?season_type=regular&season=2024,NA,15.2,999,23.8,13.9,13.5,13.9,9.1,15.4,9.1,999,9.1,NA,1,18,223,267,179,88,17.6,26.4,17.6,8.8,8.8,17.6,132.4,8,1324,NA,1,0.6,NA,6,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399470369,NA,2024,regular,nfl,season,5859,1724399470369,PHI,rotowire,NA,
9493,https://api.sleeper.com/projections/nfl/player/9493?season_type=regular&season=2024,NA,17.7,999,20.2,11.3,11.2,11.3,15.9,17.2,17.3,999,15.9,NA,1,18,213.2,259.2,167.2,92,18.4,27.6,18.4,9.2,9.2,18.4,123.1,7,1231,NA,8,4.1,NA,41,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475634,NA,2024,regular,nfl,season,9493,1724399475634,LAR,rotowire,NA,
9221,https://api.sleeper.com/projections/nfl/player/9221?season_type=regular&season=2024,NA,18.8,999,18.6,9.7,10.9,9.7,10.3,15.6,12.7,999,10.3,52,1,18,207.2,233.2,181.2,52,10.4,15.6,10.4,5.2,5.2,10.4,38.7,2,387,NA,191,90.5,7,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475583,NA,2024,regular,nfl,season,9221,1724399475583,DET,rotowire,NA,
8146,https://api.sleeper.com/projections/nfl/player/8146?season_type=regular&season=2024,NA,20.5,999,21,12,12.3,12,13.3,19.5,11.7,999,13.3,NA,1,18,224.2,273.7,174.7,99,19.8,29.7,19.8,9.9,9.9,19.8,125.6,8,1256,NA,5,3.1,NA,31,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474223,NA,2024,regular,nfl,season,8146,1724399474223,NYJ,rotowire,NA,
6813,https://api.sleeper.com/projections/nfl/player/6813?season_type=regular&season=2024,NA,23.9,999,26.6,14.3,14,14.3,11.8,20,13.9,999,11.8,32,2,18,226.8,242.8,210.8,32,6.4,9.6,6.4,3.2,3.2,6.4,24.4,1,244,1,266,122.4,10,1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471939,NA,2024,regular,nfl,season,6813,1724399471939,IND,rotowire,NA,
11628,https://api.sleeper.com/projections/nfl/player/11628?season_type=regular&season=2024,NA,23.1,999,14.7,7.4,7.9,7.4,14,14.2,15.4,999,14,NA,1,18,195.3,235.8,154.8,81,16.2,24.3,16.2,8.1,8.1,16.2,114.1,7,1141,NA,1,0.7,NA,7,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399463941,NA,2024,regular,nfl,season,11628,1724399463941,ARI,rotowire,NA,
4866,https://api.sleeper.com/projections/nfl/player/4866?season_type=regular&season=2024,NA,22.5,999,34.7,19.5,17.7,19.5,12.1,21.9,12.6,999,12.1,42,2,18,219.8,240.8,198.8,42,8.4,12.6,8.4,4.2,4.2,8.4,31.1,2,311,1,261,115.7,7,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399468783,NA,2024,regular,nfl,season,4866,1724399468783,PHI,rotowire,NA,
8150,https://api.sleeper.com/projections/nfl/player/8150?season_type=regular&season=2024,NA,28.4,999,38.7,22.8,23.8,22.8,17.8,26.1,16.9,999,17.8,35,2,18,209,226.5,191.5,35,7,10.5,7,3.5,3.5,7,26,1,260,1,242,107.5,9,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474232,NA,2024,regular,nfl,season,8150,1724399474232,LAR,rotowire,NA,
2133,https://api.sleeper.com/projections/nfl/player/2133?season_type=regular&season=2024,NA,33.5,999,73.3,61.2,58.2,61.2,20.7,51.4,17.6,999,20.7,NA,1,18,188.7,234.2,143.2,91,18.2,27.3,18.2,9.1,9.1,18.2,108.7,6,1087,NA,1,0.5,NA,5,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466117,NA,2024,regular,nfl,season,2133,1724399466117,LV,rotowire,NA,
8112,https://api.sleeper.com/projections/nfl/player/8112?season_type=regular&season=2024,NA,31.6,999,33.1,23.3,24,23.3,19.4,29.2,19.7,999,19.4,NA,1,18,199.4,243.4,155.4,88,17.6,26.4,17.6,8.8,8.8,17.6,114.3,7,1143,NA,2,1.1,NA,11,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474164,NA,2024,regular,nfl,season,8112,1724399474164,ATL,rotowire,NA,
8144,https://api.sleeper.com/projections/nfl/player/8144?season_type=regular&season=2024,NA,31.8,999,30.4,20.5,19,20.5,22.6,25.8,23.4,999,22.6,NA,1,18,197.7,241.7,153.7,88,17.6,26.4,17.6,8.8,8.8,17.6,119.2,6,1192,NA,1,0.5,NA,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474219,NA,2024,regular,nfl,season,8144,1724399474219,NO,rotowire,NA,
10859,https://api.sleeper.com/projections/nfl/player/10859?season_type=regular&season=2024,NA,26.6,999,25.8,15.5,15.1,15.5,30,23.6,24.8,999,30,NA,1,18,164.4,204.9,123.9,81,16.2,24.3,16.2,8.1,8.1,16.2,83.9,7,839,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399462493,NA,2024,regular,nfl,season,10859,1724399462493,DET,rotowire,NA,
6803,https://api.sleeper.com/projections/nfl/player/6803?season_type=regular&season=2024,NA,35.6,999,37,26,25,26,26.4,31.8,26.6,999,26.4,NA,1,18,189.8,227.8,151.8,76,15.2,22.8,15.2,7.6,7.6,15.2,111.3,7,1113,NA,1,0.5,NA,5,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471916,NA,2024,regular,nfl,season,6803,1724399471916,SF,rotowire,NA,
4984,https://api.sleeper.com/projections/nfl/player/4984?season_type=regular&season=2024,NA,1.5,999,2.6,21.7,21,21.7,20.2,1.7,22.2,999,20.2,NA,4,18,358.4,358.4,358.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,55,9,550,NA,NA,64.64,1,560,362,403.5,14,27,4035,NA,NA,proj,1724399468948,NA,2024,regular,nfl,season,4984,1724399468948,BUF,rotowire,NA,
9226,https://api.sleeper.com/projections/nfl/player/9226?season_type=regular&season=2024,NA,44.2,999,41.9,25,26,25,23,34.8,25,999,23,47,1,18,204.9,228.4,181.4,47,9.4,14.1,9.4,4.7,4.7,9.4,36.4,2,364,NA,180,93,7,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475593,NA,2024,regular,nfl,season,9226,1724399475593,MIA,rotowire,NA,
7543,https://api.sleeper.com/projections/nfl/player/7543?season_type=regular&season=2024,NA,30.7,999,31.6,17.4,15.3,17.4,16.3,23.3,18.4,999,16.3,45,2,18,203.5,226,181,45,9,13.5,9,4.5,4.5,9,33.8,1,338,NA,249,103.2,7,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473183,NA,2024,regular,nfl,season,7543,1724399473183,JAX,rotowire,NA,
1466,https://api.sleeper.com/projections/nfl/player/1466?season_type=regular&season=2024,NA,27.9,999,50.7,45.4,43.4,45.4,25.6,31.9,20.8,999,25.6,NA,1,18,165.1,205.1,125.1,80,16,24,16,8,8,16,84.7,7,847,NA,1,0.4,NA,4,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399465634,NA,2024,regular,nfl,season,1466,1724399465634,KC,rotowire,NA,
5850,https://api.sleeper.com/projections/nfl/player/5850?season_type=regular&season=2024,NA,41.3,999,53.6,31.8,30.4,31.8,24,33,27.5,999,24,35,1,18,198.9,216.4,181.4,35,7,10.5,7,3.5,3.5,7,25.5,1,255,NA,233,103.9,8,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399470353,NA,2024,regular,nfl,season,5850,1724399470353,GB,rotowire,NA,
3198,https://api.sleeper.com/projections/nfl/player/3198?season_type=regular&season=2024,NA,34.4,999,69.5,49.9,47,49.9,18.6,47.8,20.5,999,18.6,20,1,18,213.7,223.7,203.7,20,4,6,4,2,2,4,14.5,1,145,1,251,117.2,11,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466779,NA,2024,regular,nfl,season,3198,1724399466779,BAL,rotowire,NA,
7569,https://api.sleeper.com/projections/nfl/player/7569?season_type=regular&season=2024,NA,53.5,999,46.4,36.8,36.8,36.8,33.5,46.7,31.1,999,33.5,NA,1,18,195.1,234.1,156.1,78,15.6,23.4,15.6,7.8,7.8,15.6,115.1,7,1151,NA,2,1,NA,10,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473225,NA,2024,regular,nfl,season,7569,1724399473225,HOU,rotowire,NA,
2449,https://api.sleeper.com/projections/nfl/player/2449?season_type=regular&season=2024,NA,52.3,999,77.1,62.7,55.3,62.7,34.7,55.8,32.2,999,34.7,NA,1,18,184.1,226.1,142.1,84,16.8,25.2,16.8,8.4,8.4,16.8,101.6,7,1016,NA,1,0.5,NA,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466418,NA,2024,regular,nfl,season,2449,1724399466418,HOU,rotowire,NA,
2216,https://api.sleeper.com/projections/nfl/player/2216?season_type=regular&season=2024,NA,42.1,999,76,63.3,63.1,63.3,29.9,61.5,29.4,999,29.9,NA,1,18,195.4,232.4,158.4,74,14.8,22.2,14.8,7.4,7.4,14.8,111.9,8,1119,NA,1,0.5,NA,5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466164,NA,2024,regular,nfl,season,2216,1724399466164,TB,rotowire,NA,
4983,https://api.sleeper.com/projections/nfl/player/4983?season_type=regular&season=2024,NA,54.7,999,52.4,39.9,39,39.9,38.6,41.1,37.1,999,38.6,NA,1,18,186.9,225.9,147.9,78,15.6,23.4,15.6,7.8,7.8,15.6,105.5,7,1055,NA,4,2.4,NA,24,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399468946,NA,2024,regular,nfl,season,4983,1724399468946,CHI,rotowire,NA,
5872,https://api.sleeper.com/projections/nfl/player/5872?season_type=regular&season=2024,NA,55.3,999,67.8,55.3,55.9,55.3,27.4,57.9,33.3,999,27.4,NA,1,18,200.1,232.6,167.6,65,13,19.5,13,6.5,6.5,13,91.3,6,913,NA,41,24.3,3,243,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399470394,NA,2024,regular,nfl,season,5872,1724399470394,SF,rotowire,NA,
8205,https://api.sleeper.com/projections/nfl/player/8205?season_type=regular&season=2024,NA,45.6,999,54.9,33,31.4,33,27.4,36.2,27.6,999,27.4,43,1,18,215.4,236.9,193.9,43,8.6,12.9,8.6,4.3,4.3,8.6,31.8,2,318,NA,230,104.1,8,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474322,NA,2024,regular,nfl,season,8205,1724399474322,KC,rotowire,NA,
6819,https://api.sleeper.com/projections/nfl/player/6819?season_type=regular&season=2024,NA,43.7,999,44.7,35.7,31.5,35.7,44.7,37,40.8,999,44.7,NA,1,18,171,215,127,88,17.6,26.4,17.6,8.8,8.8,17.6,98.5,5,985,NA,1,0.5,NA,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471949,NA,2024,regular,nfl,season,6819,1724399471949,IND,rotowire,NA,
6904,https://api.sleeper.com/projections/nfl/player/6904?season_type=regular&season=2024,NA,4.4,999,4.2,29.5,28.1,29.5,31.3,7.3,34.7,999,31.3,NA,3,18,352.46,352.46,352.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,64.9,11,649,NA,NA,65.52,1,493,323,361.4,11,23,3614,NA,NA,proj,1724399472097,NA,2024,regular,nfl,season,6904,1724399472097,PHI,rotowire,NA,
7526,https://api.sleeper.com/projections/nfl/player/7526?season_type=regular&season=2024,NA,46.7,999,36.8,27,27.4,27,34.9,35,36,999,34.9,NA,1,18,190.5,232,149,83,16.6,24.9,16.6,8.3,8.3,16.6,113.1,6,1131,NA,3,1.9,NA,19,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473150,NA,2024,regular,nfl,season,7526,1724399473150,MIA,rotowire,NA,
11632,https://api.sleeper.com/projections/nfl/player/11632?season_type=regular&season=2024,NA,57.2,999,27.4,15.9,20.1,15.9,42,30.2,44,999,42,NA,1,18,176.6,214.6,138.6,76,15.2,22.8,15.2,7.6,7.6,15.2,103.1,6,1031,NA,2,1.5,NA,15,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399463948,NA,2024,regular,nfl,season,11632,1724399463948,NYG,rotowire,NA,
4046,https://api.sleeper.com/projections/nfl/player/4046?season_type=regular&season=2024,NA,3.3,999,1.4,18.7,18.5,18.7,32.8,2.5,30.7,999,32.8,NA,4,18,337.04,337.04,337.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,35,2,350,NA,NA,67.58,1,583,394,440.1,12,33,4401,NA,NA,proj,1724399467543,NA,2024,regular,nfl,season,4046,1724399467543,KC,rotowire,NA,
4881,https://api.sleeper.com/projections/nfl/player/4881?season_type=regular&season=2024,NA,7.8,999,6.1,34.1,33.1,34.1,36.3,11.6,34.4,999,36.3,NA,3,18,336.74,336.74,336.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,80.1,5,801,NA,NA,65.73,1,464,305,351.6,10,25,3516,NA,NA,proj,1724399468793,NA,2024,regular,nfl,season,4881,1724399468793,BAL,rotowire,NA,
8136,https://api.sleeper.com/projections/nfl/player/8136?season_type=regular&season=2024,NA,48,999,55.5,37.3,38,37.3,37.6,39.5,38.5,999,37.6,50,2,18,194.3,219.3,169.3,50,10,15,10,5,5,10,37,2,370,NA,215,88.3,6,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474206,NA,2024,regular,nfl,season,8136,1724399474206,TB,rotowire,NA,
9758,https://api.sleeper.com/projections/nfl/player/9758?season_type=regular&season=2024,NA,8,999,3.1,23.8,22.5,23.8,46.2,6.8,41.4,999,46.2,NA,3,18,322.18,322.18,322.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,19.5,2,195,NA,NA,64.59,1,579,374,436.7,12,33,4367,NA,NA,proj,1724399475700,NA,2024,regular,nfl,season,9758,1724399475700,HOU,rotowire,NA,
4039,https://api.sleeper.com/projections/nfl/player/4039?season_type=regular&season=2024,NA,55.4,999,85,71.2,68.4,71.2,39.1,70.6,39,999,39.1,NA,1,18,194.9,239.9,149.9,90,18,27,18,9,9,18,107.3,7,1073,NA,4,2.6,NA,26,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399467537,NA,2024,regular,nfl,season,4039,1724399467537,LAR,rotowire,NA,
8130,https://api.sleeper.com/projections/nfl/player/8130?season_type=regular&season=2024,NA,39.4,999,39.6,39.6,37.9,39.6,48.2,38.1,46,999,48.2,NA,1,18,150,190,110,80,16,24,16,8,8,16,82,5,820,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474196,NA,2024,regular,nfl,season,8130,1724399474196,ARI,rotowire,NA,
5846,https://api.sleeper.com/projections/nfl/player/5846?season_type=regular&season=2024,NA,59,999,57.9,38.6,41.3,38.6,41.9,50.9,43.1,999,41.9,NA,1,18,192,229.5,154.5,75,15,22.5,15,7.5,7.5,15,108,8,1080,NA,1,0.5,NA,5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399470346,NA,2024,regular,nfl,season,5846,1724399470346,SEA,rotowire,NA,
7525,https://api.sleeper.com/projections/nfl/player/7525?season_type=regular&season=2024,NA,60.6,999,45.1,30.2,29.5,30.2,47.3,47,48.7,999,47.3,NA,1,18,181.2,223.7,138.7,85,17,25.5,17,8.5,8.5,17,104.1,6,1041,NA,1,0.6,NA,6,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473148,NA,2024,regular,nfl,season,7525,1724399473148,PHI,rotowire,NA,
8138,https://api.sleeper.com/projections/nfl/player/8138?season_type=regular&season=2024,NA,58.8,999,59.1,41.4,39.7,41.4,40.2,53.2,41.1,999,40.2,40,1,18,181.7,201.7,161.7,40,8,12,8,4,4,8,30.9,2,309,NA,203,90.8,5,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474209,NA,2024,regular,nfl,season,8138,1724399474209,BUF,rotowire,NA,
5012,https://api.sleeper.com/projections/nfl/player/5012?season_type=regular&season=2024,NA,47.5,999,58.8,51.4,47.2,51.4,48.3,52.2,45.8,999,48.3,NA,1,18,158.2,191.7,124.7,67,13.4,20.1,13.4,6.7,6.7,13.4,84.7,7,847,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399469000,NA,2024,regular,nfl,season,5012,1724399469000,BAL,rotowire,NA,
10236,https://api.sleeper.com/projections/nfl/player/10236?season_type=regular&season=2024,NA,49.8,999,43.6,44.3,44.7,44.3,51.3,44.6,51.6,999,51.3,NA,1,18,144.9,182.9,106.9,76,15.2,22.8,15.2,7.6,7.6,15.2,78.9,5,789,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399462431,NA,2024,regular,nfl,season,10236,1724399462431,BUF,rotowire,NA,
4018,https://api.sleeper.com/projections/nfl/player/4018?season_type=regular&season=2024,NA,63.7,999,79.8,59.1,57.2,59.1,43.2,63.4,47.7,999,43.2,38,1,18,180.8,199.8,161.8,38,7.6,11.4,7.6,3.8,3.8,7.6,27.7,1,277,NA,227,94.1,6,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399467512,NA,2024,regular,nfl,season,4018,1724399467512,HOU,rotowire,NA,
9997,https://api.sleeper.com/projections/nfl/player/9997?season_type=regular&season=2024,NA,70.9,999,55.9,42.1,42.5,42.1,52.7,60.2,52.7,999,52.7,NA,1,18,172.8,213.3,132.3,81,16.2,24.3,16.2,8.1,8.1,16.2,93.2,6,932,NA,8,5.1,NA,51,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475719,NA,2024,regular,nfl,season,9997,1724399475719,BAL,rotowire,NA,
9502,https://api.sleeper.com/projections/nfl/player/9502?season_type=regular&season=2024,NA,73.4,999,60.4,46.5,46.7,46.5,54.9,66.7,54,999,54.9,NA,1,18,182.3,222.3,142.3,80,16,24,16,8,8,16,101.5,6,1015,NA,12,6.8,NA,68,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399475651,NA,2024,regular,nfl,season,9502,1724399475651,HOU,rotowire,NA,
8151,https://api.sleeper.com/projections/nfl/player/8151?season_type=regular&season=2024,NA,62.5,999,51.8,31.1,35.4,31.1,45.1,43.6,50.6,999,45.1,31,1,18,181.1,196.6,165.6,31,6.2,9.3,6.2,3.1,3.1,6.2,22.6,1,226,NA,231,97,7,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474234,NA,2024,regular,nfl,season,8151,1724399474234,SEA,rotowire,NA,
4035,https://api.sleeper.com/projections/nfl/player/4035?season_type=regular&season=2024,NA,63.6,999,87.7,69.5,63.2,69.5,50.9,71.9,48,999,50.9,57,1,18,177.4,205.9,148.9,57,11.4,17.1,11.4,5.7,5.7,11.4,42.1,2,421,NA,177,72.8,4,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399467528,NA,2024,regular,nfl,season,4035,1724399467528,NO,rotowire,NA,
8137,https://api.sleeper.com/projections/nfl/player/8137?season_type=regular&season=2024,NA,71.3,999,63.7,57.3,60.2,57.3,60.8,63.6,57,999,60.8,NA,1,18,177.7,213.2,142.2,71,14.2,21.3,14.2,7.1,7.1,14.2,107.2,6,1072,NA,2,1,NA,10,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399474208,NA,2024,regular,nfl,season,8137,1724399474208,PIT,rotowire,NA,
6801,https://api.sleeper.com/projections/nfl/player/6801?season_type=regular&season=2024,NA,71.5,999,62.2,47.5,50.3,47.5,57.3,67.2,60.1,999,57.3,NA,1,18,178.8,214.8,142.8,72,14.4,21.6,14.4,7.2,7.2,14.4,102.3,7,1023,NA,1,0.5,NA,5,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399471912,NA,2024,regular,nfl,season,6801,1724399471912,CIN,rotowire,NA,
7553,https://api.sleeper.com/projections/nfl/player/7553?season_type=regular&season=2024,NA,61.1,999,49.5,47.5,49.7,47.5,61.3,54.7,55.3,999,61.3,NA,1,18,146.6,180.6,112.6,68,13.6,20.4,13.6,6.8,6.8,13.6,84.6,5,846,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399473199,NA,2024,regular,nfl,season,7553,1724399473199,ATL,rotowire,NA,
1479,https://api.sleeper.com/projections/nfl/player/1479?season_type=regular&season=2024,NA,77.2,999,116.7,102.9,95.4,102.9,65.5,107,64.3,999,65.5,NA,1,18,170.4,212.4,128.4,84,16.8,25.2,16.8,8.4,8.4,16.8,93.3,6,933,NA,2,1.1,NA,11,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399465646,NA,2024,regular,nfl,season,1479,1724399465646,CHI,rotowire,NA,
2309,https://api.sleeper.com/projections/nfl/player/2309?season_type=regular&season=2024,NA,66.4,999,98.8,84.5,79.3,84.5,55.2,82.1,59.6,999,55.2,NA,1,18,186.6,223.6,149.6,74,14.8,22.2,14.8,7.4,7.4,14.8,109.1,7,1091,NA,1,0.5,NA,5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399466225,NA,2024,regular,nfl,season,2309,1724399466225,CLE,rotowire,NA,
9229,https://api.sleeper.com/projections/nfl/player/9229?season_type=regular&season=2024,NA,14.6,999,13,52.3,52.7,52.3,53.7,22.1,56,999,53.7,NA,3,18,325.96,325.96,325.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,78,9,780,NA,NA,61.72,1,478,295,334.9,12,19,3349,NA,NA,proj,1724399475598,NA,2024,regular,nfl,season,9229,1724399475598,IND,rotowire,NA,
4217,https://api.sleeper.com/projections/nfl/player/4217?season_type=regular&season=2024,NA,69.3,999,82.4,78.5,74.6,78.5,58.9,73.4,53.2,999,58.9,NA,1,18,155.8,188.3,123.3,65,13,19.5,13,6.5,6.5,13,88.8,6,888,NA,1,0.5,NA,5,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1724399467827,NA,2024,regular,nfl,season,4217,1724399467827,SF,rotowire,NA,
