sleeper_id,projection_url,player_data-date,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,bonus_rec_rb,fum_lost,gp,pts_half_ppr,pts_ppr,pts_std,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_wr,bonus_rec_te,cmp_pct,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,def_kr_td,pr_td,player_data-category,player_data-last_modified,player_data-week,player_data-sport,player_data-season_type,player_data-season,player_data-game_id,player_data-updated_at,player_data-player_id,player_data-team,player_data-company,player_data-opponent,player_data-player
8160,https://api.sleeper.com/projections/nfl/player/8160?season_type=regular&season=2024,NA,314.9,999,289,667.3,658.6,667.3,572.8,533.8,507.8,999,572.8,NA,1,18,11.4,11.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.4,NA,14,NA,NA,63.64,NA,33,21,22.5,1,1,225,NA,NA,proj,1723449058502,NA,nfl,regular,2024,season,1723449058502,8160,PHI,rotowire,NA,
10219,https://api.sleeper.com/projections/nfl/player/10219?season_type=regular&season=2024,NA,311.8,999,291.1,263.3,305,263.3,511.3,539.1,695.8,999,511.3,8,NA,18,49.3,53.3,45.3,8,1.6,2.4,1.6,0.8,0.8,1.6,5.7,NA,57,NA,67,27.6,2,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449047071,NA,nfl,regular,2024,season,1723449047071,10219,WAS,rotowire,NA,
7538,https://api.sleeper.com/projections/nfl/player/7538?season_type=regular&season=2024,NA,338.7,999,295.9,614,659.8,614,426.8,641.1,622.4,999,426.8,NA,NA,18,12.7,12.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.7,NA,17,NA,NA,62.07,NA,29,18,20,1,1,200,NA,NA,proj,1723449057455,NA,nfl,regular,2024,season,1723449057455,7538,DEN,rotowire,NA,
10213,https://api.sleeper.com/projections/nfl/player/10213?season_type=regular&season=2024,NA,254.5,999,292.1,310.3,340.6,310.3,274.1,521.3,291,999,274.1,NA,NA,18,78.6,96.6,60.6,36,7.2,10.8,7.2,3.6,3.6,7.2,38.4,3,384,NA,7,4.2,NA,42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449047058,NA,nfl,regular,2024,season,1723449047058,10213,LV,rotowire,NA,
8168,https://api.sleeper.com/projections/nfl/player/8168?season_type=regular&season=2024,NA,359.4,999,302.6,312.2,317.6,312.2,345.5,684.2,630.9,999,345.5,NA,NA,18,25.8,31.8,19.8,12,2.4,3.6,2.4,1.2,1.2,2.4,12.9,1,129,NA,2,0.9,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449058514,NA,nfl,regular,2024,season,1723449058514,8168,KC,rotowire,NA,
8159,https://api.sleeper.com/projections/nfl/player/8159?season_type=regular&season=2024,NA,350.6,999,296.2,550.6,654,550.6,567.2,636.1,567.2,999,567.2,NA,1,18,10.54,10.54,10.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.1,NA,11,NA,NA,61.29,NA,31,19,21.1,1,1,211,NA,NA,proj,1723449058501,NA,nfl,regular,2024,season,1723449058501,8159,ARI,rotowire,NA,
3199,https://api.sleeper.com/projections/nfl/player/3199?season_type=regular&season=2024,NA,278.8,999,298.6,321.1,316.3,321.1,304.4,559.1,305.8,999,304.4,NA,NA,18,47.7,59.2,36.2,23,4.6,6.9,4.6,2.3,2.3,4.6,24,2,240,NA,1,0.2,NA,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051157,NA,nfl,regular,2024,season,1723449051157,3199,NA,rotowire,NA,
7527,https://api.sleeper.com/projections/nfl/player/7527?season_type=regular&season=2024,NA,344.5,999,296.3,556,688.4,556,368.7,626.7,532.8,999,368.7,NA,NA,18,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,20,NA,NA,63.33,NA,30,19,20,1,1,200,NA,NA,proj,1723449057431,NA,nfl,regular,2024,season,1723449057431,7527,JAX,rotowire,NA,
4089,https://api.sleeper.com/projections/nfl/player/4089?season_type=regular&season=2024,NA,265.4,999,305.5,332.6,352.1,332.6,299.7,546.2,303.1,999,299.7,NA,NA,18,49.9,62.4,37.4,25,5,7.5,5,2.5,2.5,5,25.4,2,254,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051970,NA,nfl,regular,2024,season,1723449051970,4089,CHI,rotowire,NA,
5086,https://api.sleeper.com/projections/nfl/player/5086?season_type=regular&season=2024,NA,262.1,999,332.5,346.1,653.6,346.1,527.1,586.9,548.9,999,527.1,NA,NA,18,42.4,49.9,34.9,15,3,4.5,3,1.5,1.5,3,22.6,2,226,NA,1,0.3,NA,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449053431,NA,nfl,regular,2024,season,1723449053431,5086,BUF,rotowire,NA,
6136,https://api.sleeper.com/projections/nfl/player/6136?season_type=regular&season=2024,NA,264.6,999,320.2,551.7,692,551.7,503.4,528.5,675.9,999,503.4,NA,1,18,29.14,29.14,29.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.9,1,19,NA,NA,62.12,NA,66,41,43.1,2,2,431,NA,NA,proj,1723449055177,NA,nfl,regular,2024,season,1723449055177,6136,DEN,rotowire,NA,
3271,https://api.sleeper.com/projections/nfl/player/3271?season_type=regular&season=2024,NA,272.4,999,307.4,371.9,359.7,371.9,303.2,547.9,296.4,999,303.2,NA,NA,18,47.6,59.1,36.1,23,4.6,6.9,4.6,2.3,2.3,4.6,24.1,2,241,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051260,NA,nfl,regular,2024,season,1723449051260,3271,LAR,rotowire,NA,
5038,https://api.sleeper.com/projections/nfl/player/5038?season_type=regular&season=2024,NA,277.3,999,313.8,332.5,355.3,332.5,305.4,595.8,305.7,999,305.4,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449053339,NA,nfl,regular,2024,season,1723449053339,5038,NA,rotowire,NA,
6074,https://api.sleeper.com/projections/nfl/player/6074?season_type=regular&season=2024,NA,268.4,999,382.8,665.7,655.3,665.7,536.5,660.5,562.9,999,536.5,NA,NA,18,35.5,43,28,15,3,4.5,3,1.5,1.5,3,16,2,160,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449055073,NA,nfl,regular,2024,season,1723449055073,6074,LAC,rotowire,NA,
4147,https://api.sleeper.com/projections/nfl/player/4147?season_type=regular&season=2024,NA,258.4,999,311,311.6,309.4,311.6,302.9,544.5,295.8,999,302.9,26,NA,18,59.1,72.1,46.1,26,5.2,7.8,5.2,2.6,2.6,5.2,18.5,1,185,NA,38,15.6,1,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449052060,NA,nfl,regular,2024,season,1723449052060,4147,DEN,rotowire,NA,
4149,https://api.sleeper.com/projections/nfl/player/4149?season_type=regular&season=2024,NA,274.4,999,305.2,233.4,259,233.4,280.8,516.1,294.4,999,280.8,12,NA,18,73.4,79.4,67.4,12,2.4,3.6,2.4,1.2,1.2,2.4,8.4,NA,84,NA,101,41,3,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449052064,NA,nfl,regular,2024,season,1723449052064,4149,NO,rotowire,NA,
4234,https://api.sleeper.com/projections/nfl/player/4234?season_type=regular&season=2024,NA,316.7,999,344.7,325.6,356.9,325.6,301,667.4,300.1,999,301,NA,NA,18,46.2,55.2,37.2,18,3.6,5.4,3.6,1.8,1.8,3.6,24.9,2,249,NA,1,0.3,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449052196,NA,nfl,regular,2024,season,1723449052196,4234,HOU,rotowire,NA,
827,https://api.sleeper.com/projections/nfl/player/827?season_type=regular&season=2024,NA,305.6,999,321.9,627.5,663.4,627.5,665.3,641.8,663.9,999,665.3,NA,NA,18,13.1,13.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1,NA,21,NA,NA,65.52,NA,29,19,20,1,1,200,NA,NA,proj,1723449058697,NA,nfl,regular,2024,season,1723449058697,827,NYJ,rotowire,NA,
7049,https://api.sleeper.com/projections/nfl/player/7049?season_type=regular&season=2024,NA,303.3,999,325,384.2,637.6,384.2,563.4,638.4,518.7,999,563.4,NA,NA,18,82.7,101.2,64.2,37,7.4,11.1,7.4,3.7,3.7,7.4,45.2,3,452,NA,1,1,NA,10,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449056658,NA,nfl,regular,2024,season,1723449056658,7049,SF,rotowire,NA,
3634,https://api.sleeper.com/projections/nfl/player/3634?season_type=regular&season=2024,NA,304.2,999,422.9,698.5,693.9,698.5,530.4,999,683.1,999,530.4,NA,NA,18,60.3,72.8,47.8,25,5,7.5,5,2.5,2.5,5,31.4,2,314,NA,7,4.4,NA,44,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051639,NA,nfl,regular,2024,season,1723449051639,3634,DET,rotowire,NA,
7828,https://api.sleeper.com/projections/nfl/player/7828?season_type=regular&season=2024,NA,307.9,999,332.7,354.6,366.3,354.6,520.9,572.6,689.6,999,520.9,NA,NA,18,49.6,61.6,37.6,24,4.8,7.2,4.8,2.4,2.4,4.8,25.6,2,256,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449057933,NA,nfl,regular,2024,season,1723449057933,7828,KC,rotowire,NA,
8204,https://api.sleeper.com/projections/nfl/player/8204?season_type=regular&season=2024,NA,308,999,319.4,326.2,338.8,326.2,497.4,564.1,670.6,999,497.4,NA,NA,18,66,79,53,26,5.2,7.8,5.2,2.6,2.6,5.2,34.1,3,341,NA,1,0.9,NA,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449058577,NA,nfl,regular,2024,season,1723449058577,8204,GB,rotowire,NA,
4029,https://api.sleeper.com/projections/nfl/player/4029?season_type=regular&season=2024,NA,357.1,999,346,227.1,220.9,227.1,584.9,633,699.7,999,584.9,9,NA,18,51.1,55.6,46.6,9,1.8,2.7,1.8,0.9,0.9,1.8,6.8,NA,68,NA,66,27.8,2,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051875,NA,nfl,regular,2024,season,1723449051875,4029,NA,rotowire,NA,
4040,https://api.sleeper.com/projections/nfl/player/4040?season_type=regular&season=2024,NA,317.9,999,309.8,238.4,260.8,238.4,515.9,662.3,677,999,515.9,NA,NA,18,31.2,39.2,23.2,16,3.2,4.8,3.2,1.6,1.6,3.2,17,1,170,NA,1,0.2,NA,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449051894,NA,nfl,regular,2024,season,1723449051894,4040,NA,rotowire,NA,
8147,https://api.sleeper.com/projections/nfl/player/8147?season_type=regular&season=2024,NA,697.5,999,294.8,250.8,260.1,250.8,406.3,645.8,664.3,999,406.3,NA,NA,18,30,37,23,14,2.8,4.2,2.8,1.4,1.4,2.8,16.2,1,162,NA,1,0.8,NA,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449058477,NA,nfl,regular,2024,season,1723449058477,8147,HOU,rotowire,NA,
2560,https://api.sleeper.com/projections/nfl/player/2560?season_type=regular&season=2024,NA,999,999,433,495,999,495,307.4,999,999,999,307.4,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449050900,NA,nfl,regular,2024,season,1723449050900,2560,NA,rotowire,NA,
5246,https://api.sleeper.com/projections/nfl/player/5246?season_type=regular&season=2024,NA,999,999,999,999,999,999,660,999,999,999,660,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449053687,NA,nfl,regular,2024,season,1723449053687,5246,NA,rotowire,NA,
1718,https://api.sleeper.com/projections/nfl/player/1718?season_type=regular&season=2024,NA,999,999,999,999,999,999,472.5,999,999,999,472.5,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449050243,NA,nfl,regular,2024,season,1723449050243,1718,NA,rotowire,NA,
7703,https://api.sleeper.com/projections/nfl/player/7703?season_type=regular&season=2024,NA,999,999,999,999,999,999,580.1,999,999,999,580.1,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449057717,NA,nfl,regular,2024,season,1723449057717,7703,PHI,rotowire,NA,
2755,https://api.sleeper.com/projections/nfl/player/2755?season_type=regular&season=2024,NA,999,999,417,653,679,653,634,999,999,999,634,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proj,1723449050981,NA,nfl,regular,2024,season,1723449050981,2755,IND,rotowire,NA,
